id,DOI,year,journal,discipline,citations,relative citation score
54207554,10.1089/ten.tea.2014.0103,2015,TISSUE ENGINEERING PART A,Biomedical Research,9,0.572
54210026,10.1038/pcan.2014.44,2015,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,2,0.247
55230564,10.1002/mc.22340,2015,MOLECULAR CARCINOGENESIS,Clinical Medicine,18,1.184
54210031,10.1038/pcan.2014.50,2015,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,11,1.357
54229689,10.1021/ar500362y,2015,ACCOUNTS OF CHEMICAL RESEARCH,Chemistry,83,4.829
56361089,10.1016/j.ajpath.2015.10.023,2016,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,13,2.784
53199495,10.1038/nature13492,2014,NATURE,Biomedical Research,108,5.389
54229930,10.1021/ja512613j,2015,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,Chemistry,44,2.56
56365293,10.1038/ncomms10798,2016,NATURE COMMUNICATIONS,Biomedical Research,36,3.494
56366486,10.1007/s10404-015-1674-1,2016,MICROFLUIDICS AND NANOFLUIDICS,Physics,0,0
56372779,10.1093/jnci/djv346,2016,JOURNAL OF THE NATIONAL CANCER INSTITUTE,Clinical Medicine,25,2.518
56396431,10.1016/j.cytogfr.2015.12.007,2016,CYTOKINE & GROWTH FACTOR REVIEWS,Biomedical Research,10,0.952
56399783,10.1002/jor.23007,2016,JOURNAL OF ORTHOPAEDIC RESEARCH,Clinical Medicine,8,1.564
52663678,10.1021/mp500115x,2014,MOLECULAR PHARMACEUTICS,Clinical Medicine,11,0.82
56405418,10.1054/bjoc.2000.1257,2000,BRITISH JOURNAL OF CANCER,Clinical Medicine,27,0.549
55239415,10.1093/nar/gkv262,2015,NUCLEIC ACIDS RESEARCH,Biomedical Research,74,4.776
55254629,10.1002/pros.23024,2015,PROSTATE,Clinical Medicine,17,2.098
54239123,10.1038/bjc.2014.640,2015,BRITISH JOURNAL OF CANCER,Clinical Medicine,30,1.974
55284279,10.1016/j.celrep.2015.07.045,2015,CELL REPORTS,Biomedical Research,36,2.287
54256814,10.4161/15384047.2014.972765,2015,CANCER BIOLOGY & THERAPY,Clinical Medicine,6,0.395
51959494,10.4161/cc.27267,2013,CELL CYCLE,Biomedical Research,25,1.02
56665370,10.1186/s12967-016-0829-5,2016,JOURNAL OF TRANSLATIONAL MEDICINE,Biomedical Research,8,0.777
56668118,10.1158/1541-7786.MCR-15-0313,2016,MOLECULAR CANCER RESEARCH,Clinical Medicine,5,0.504
56678982,10.1093/hmg/ddv635,2016,HUMAN MOLECULAR GENETICS,Biomedical Research,6,0.704
55302444,10.1021/acsnano.5b00526,2015,ACS NANO,Engineering and Technology,52,3.483
56725751,10.1002/pros.23145,2016,PROSTATE,Clinical Medicine,10,1.658
55902889,10.1038/ncomms9653,2015,NATURE COMMUNICATIONS,Biomedical Research,16,1.005
56741504,10.2147/IJN.S93324,2016,INTERNATIONAL JOURNAL OF NANOMEDICINE,Clinical Medicine,1,0.143
54345658,10.1097/SCS.0000000000001383,2015,JOURNAL OF CRANIOFACIAL SURGERY,Clinical Medicine,7,1.055
56835920,10.3390/molecules21030335,2016,MOLECULES,Chemistry,3,0.411
56856149,10.1016/j.jbiomech.2016.01.027,2016,JOURNAL OF BIOMECHANICS,Biomedical Research,3,0.543
55321653,10.1111/nyas.12817,2015,ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,Biomedical Research,19,1.194
56865111,10.1158/0008-5472.CAN-15-2142,2016,CANCER RESEARCH,Clinical Medicine,9,0.906
53246697,10.1016/j.ajpath.2014.06.022,2014,AMERICAN JOURNAL OF PATHOLOGY,Clinical Medicine,21,1.99
56879402,10.1007/s13187-015-0825-0,2016,JOURNAL OF CANCER EDUCATION,Clinical Medicine,1,0.101
54404563,10.1016/j.yexcr.2015.02.004,2015,EXPERIMENTAL CELL RESEARCH,Biomedical Research,4,0.254
54414573,10.1186/s12920-015-0084-2,2015,BMC MEDICAL GENOMICS,Biomedical Research,17,1.338
55970154,10.1038/srep18599,2015,SCIENTIFIC REPORTS,Biomedical Research,19,1.194
55972016,10.1016/j.eururo.2015.05.042,2016,EUROPEAN UROLOGY,Clinical Medicine,59,9.784
54512109,10.1158/2159-8290.CD-14-0985,2015,CANCER DISCOVERY,Clinical Medicine,41,2.698
54560128,10.1517/14728222.2015.1005603,2015,EXPERT OPINION ON THERAPEUTIC TARGETS,Clinical Medicine,16,1.574
55992549,10.1038/nn.4185,2015,NATURE NEUROSCIENCE,Clinical Medicine,3,0.246
56026377,10.1158/0008-5472.CAN-15-0544,2015,CANCER RESEARCH,Clinical Medicine,6,0.395
55369916,10.3171/2015.6.FOCUS1590,2015,NEUROSURGICAL FOCUS,Clinical Medicine,14,1.149
55378612,10.1016/j.coi.2015.05.004,2015,CURRENT OPINION IN IMMUNOLOGY,Clinical Medicine,14,1.097
55379143,10.1016/j.biomaterials.2015.07.028,2015,BIOMATERIALS,Biomedical Research,26,2.506
54982729,10.1007/s11999-015-4320-z,2015,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,Clinical Medicine,2,0.263
54986592,10.1002/jbio.201300200,2015,JOURNAL OF BIOPHOTONICS,Biomedical Research,6,0.387
54634017,10.1074/jbc.M114.623264,2015,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,9,0.581
54652383,10.1016/j.nantod.2014.12.003,2015,NANO TODAY,Physics,25,3.684
54652442,10.1021/nn507241v,2015,ACS NANO,Engineering and Technology,85,5.693
54986732,10.1158/0008-5472.CAN-14-3602,2015,CANCER RESEARCH,Clinical Medicine,17,1.119
54986737,10.1158/0008-5472.CAN-14-0611,2015,CANCER RESEARCH,Clinical Medicine,16,1.053
54661590,10.1089/ten.tea.2014.0474,2015,TISSUE ENGINEERING PART A,Biomedical Research,6,0.381
54665765,10.1016/j.ijrobp.2015.01.006,2015,INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS,Clinical Medicine,6,0.395
54670541,10.1115/1.4030221,2015,JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,Biomedical Research,1,0.078
54686078,10.1016/j.clgc.2014.12.004,2015,CLINICAL GENITOURINARY CANCER,Clinical Medicine,4,0.263
54986821,10.1158/0008-5472.CAN-14-2493,2015,CANCER RESEARCH,Clinical Medicine,34,2.237
53274625,10.1126/scitranslmed.3009448,2014,SCIENCE TRANSLATIONAL MEDICINE,Biomedical Research,117,5.95
54689435,10.1002/pros.22984,2015,PROSTATE,Clinical Medicine,3,0.37
54699950,10.1186/s12943-015-0362-9,2015,MOLECULAR CANCER,Clinical Medicine,19,1.25
54700304,10.1038/pcan.2014.53,2015,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,47,5.8
54701405,10.3389/fimmu.2014.00303,2014,FRONTIERS IN IMMUNOLOGY,Clinical Medicine,9,0.539
55950275,10.3390/ijms160820001,2015,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,Chemistry,6,0.349
54725765,10.1016/j.medengphy.2015.02.013,2015,MEDICAL ENGINEERING & PHYSICS,Biomedical Research,4,0.311
52977441,10.4103/1008-682X.122864,2014,ASIAN JOURNAL OF ANDROLOGY,Clinical Medicine,7,0.693
52977444,10.4103/1008-682X.123669,2014,ASIAN JOURNAL OF ANDROLOGY,Clinical Medicine,23,2.276
54737042,10.1093/neuonc/nou235,2015,NEURO-ONCOLOGY,Clinical Medicine,34,2.79
54741595,10.3389/fimmu.2015.00029,2015,FRONTIERS IN IMMUNOLOGY,Clinical Medicine,60,4.703
55957826,10.1088/1758-5090/7/4/045008,2015,BIOFABRICATION,Biomedical Research,27,2.099
54987050,10.1158/1078-0432.CCR-14-1495,2015,CLINICAL CANCER RESEARCH,Clinical Medicine,25,1.645
54777991,10.1007/s12672-014-0215-9,2015,HORMONES & CANCER,Clinical Medicine,3,0.197
54987094,10.1158/1078-0432.CCR-14-2352,2015,CLINICAL CANCER RESEARCH,Clinical Medicine,15,0.987
54813413,10.2967/jnumed.114.153098,2015,JOURNAL OF NUCLEAR MEDICINE,Clinical Medicine,16,2.084
54826851,10.1016/j.addr.2014.11.018,2015,ADVANCED DRUG DELIVERY REVIEWS,Clinical Medicine,41,4.034
54832181,10.4049/jimmunol.1500623,2015,JOURNAL OF IMMUNOLOGY,Clinical Medicine,5,0.392
52249928,10.1007/s00401-013-1209-3,2014,ACTA NEUROPATHOLOGICA,Clinical Medicine,9,0.559
55015751,10.1007/s10552-015-0606-4,2015,CANCER CAUSES & CONTROL,Clinical Medicine,7,0.461
55036594,10.1073/pnas.1500722112,2015,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,54,3.393
52260950,10.1186/1471-2121-15-8,2014,BMC CELL BIOLOGY,Biomedical Research,9,0.435
52261651,10.1016/j.eururo.2013.09.005,2014,EUROPEAN UROLOGY,Clinical Medicine,41,4.057
53443838,10.1016/j.celrep.2014.08.029,2014,CELL REPORTS,Biomedical Research,123,5.943
53157228,10.1016/j.neuron.2014.07.040,2014,NEURON,Clinical Medicine,264,16.405
55808370,10.1101/gad.265116.115,2015,GENES & DEVELOPMENT,Biomedical Research,11,0.866
55821212,10.1038/onc.2015.41,2015,ONCOGENE,Biomedical Research,7,0.551
55047880,10.1016/j.polymer.2015.05.043,2015,POLYMER,Chemistry,7,0.719
55072037,10.1371/journal.pone.0132343,2015,PLOS ONE,Biomedical Research,15,0.942
55073231,10.1002/stem.2007,2015,STEM CELLS,Biomedical Research,46,2.922
57442671,10.1021/acs.bioconjchem.6b00222,2016,BIOCONJUGATE CHEMISTRY,Biomedical Research,8,0.762
52569955,10.1038/onc.2013.200,2014,ONCOGENE,Biomedical Research,78,4.357
52580677,10.1073/pnas.1324151111,2014,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,96,4.79
55277459,10.1021/acschembio.5b00442,2015,ACS CHEMICAL BIOLOGY,Biomedical Research,58,3.743
57512665,10.1016/j.juro.2016.03.179,2016,JOURNAL OF UROLOGY,Clinical Medicine,0,0
56691694,10.1007/s10637-016-0334-y,2016,INVESTIGATIONAL NEW DRUGS,Clinical Medicine,1,0.143
56697714,10.1158/2159-8290.CD-15-0224,2016,CANCER DISCOVERY,Clinical Medicine,75,7.553
56724361,10.1007/s00418-015-1401-8,2016,HISTOCHEMISTRY AND CELL BIOLOGY,Biomedical Research,13,1.209
57513628,10.1016/j.ccell.2016.07.004,2016,CANCER CELL,Clinical Medicine,31,3.122
55371240,10.1126/scisignal.aab3729,2015,SCIENCE SIGNALING,Biomedical Research,42,2.711
57104026,10.1371/journal.pcbi.1004820,2016,PLOS COMPUTATIONAL BIOLOGY,Mathematics,2,0.567
57135820,10.1038/srep26894,2016,SCIENTIFIC REPORTS,Biomedical Research,16,1.553
57143401,10.1016/j.eururo.2015.11.022,2016,EUROPEAN UROLOGY,Clinical Medicine,63,10.447
57203350,10.1530/ERC-15-0505,2016,ENDOCRINE-RELATED CANCER,Clinical Medicine,7,0.705
52121792,10.1210/me.2013-1343,2014,MOLECULAR ENDOCRINOLOGY,Clinical Medicine,3,0.176
53400822,10.1210/en.2014-1337,2014,ENDOCRINOLOGY,Clinical Medicine,20,1.172
57298260,10.1007/s10555-016-9622-4,2016,CANCER AND METASTASIS REVIEWS,Clinical Medicine,6,0.604
55093271,10.1097/MAO.0000000000000795,2015,OTOLOGY & NEUROTOLOGY,Clinical Medicine,10,1.867
57205077,10.1063/1.4946829,2016,PHYSICS OF FLUIDS,Physics,10,1.951
56777665,10.1124/dmd.115.066274,2016,DRUG METABOLISM AND DISPOSITION,Clinical Medicine,3,0.429
57537511,10.1016/j.humpath.2016.04.017,2016,HUMAN PATHOLOGY,Clinical Medicine,9,1.928
57609399,10.1200/JCO.2016.66.7527,2016,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,18,1.813
57612515,10.1021/jacs.6b06928,2016,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,Chemistry,5,0.431
57634825,10.1002/anie.201601273,2016,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION IN ENGLISH,Chemistry,80,6.897
57655520,10.1158/1078-0432.CCR-15-2956,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,14,1.41
57668155,10.1074/jbc.M116.737379,2016,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,22,2.095
49701945,10.1097/PAP.0b013e31827b665b,2013,ADVANCES IN ANATOMIC PATHOLOGY,Clinical Medicine,10,0.751
49704037,10.1002/pola.26392,2013,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,Chemistry,24,1.596
54847782,10.1016/j.ajhg.2015.04.015,2015,AMERICAN JOURNAL OF HUMAN GENETICS,Biomedical Research,16,1.259
54855707,10.1016/j.juro.2015.01.077,2015,JOURNAL OF UROLOGY,Clinical Medicine,14,1.728
57342025,10.1016/j.juro.2016.01.120,2016,JOURNAL OF UROLOGY,Clinical Medicine,26,4.311
57369381,10.1038/srep29384,2016,SCIENTIFIC REPORTS,Biomedical Research,7,0.679
56157913,10.1002/jmri.24975,2016,JOURNAL OF MAGNETIC RESONANCE IMAGING,Clinical Medicine,6,1.127
56170036,10.1186/s13059-015-0864-1,2016,GENOME BIOLOGY,Biomedical Research,52,6.103
54859718,10.1200/JCO.2014.55.3487,2015,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,158,10.397
57375907,10.1021/acsbiomaterials.6b00082,2016,ACS BIOMATERIALS SCIENCE & ENGINEERING,Biomedical Research,3,0.326
54859719,10.1200/JCO.2014.55.3875,2015,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,50,3.29
57456855,10.1089/ten.tea.2015.0577,2016,TISSUE ENGINEERING PART A,Biomedical Research,1,0.093
56172339,10.1177/0883073815587328,2016,JOURNAL OF CHILD NEUROLOGY,Clinical Medicine,2,0.244
56187143,10.1158/1078-0432.CCR-15-0256,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,6,0.604
56198879,10.1016/j.mce.2015.05.027,2016,MOLECULAR AND CELLULAR ENDOCRINOLOGY,Clinical Medicine,7,0.794
56224314,10.1016/j.neulet.2015.11.038,2016,NEUROSCIENCE LETTERS,Clinical Medicine,5,0.611
54877111,10.3390/ijms160511750,2015,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,Chemistry,3,0.175
56237436,10.1073/pnas.1525518113,2016,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,23,2.232
54883016,10.1016/j.trsl.2014.12.007,2015,TRANSLATIONAL RESEARCH,Clinical Medicine,12,1.143
55884789,10.1158/1055-9965.EPI-15-0496,2015,CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,Clinical Medicine,5,0.329
52492089,10.1109/TMI.2014.2305101,2014,IEEE TRANSACTIONS ON MEDICAL IMAGING,Clinical Medicine,17,1.75
56240460,10.1115/1.4030507,2015,JOURNAL OF MEDICAL DEVICES-TRANSACTIONS OF THE ASME,Biomedical Research,1,0.078
55154700,10.1016/j.ejca.2015.05.019,2015,EUROPEAN JOURNAL OF CANCER,Clinical Medicine,8,0.526
56240606,10.1074/mcp.M115.055079,2016,MOLECULAR & CELLULAR PROTEOMICS,Biomedical Research,9,0.857
56243130,10.1039/c5cc09724j,2016,CHEMICAL COMMUNICATIONS,Chemistry,13,1.121
56256069,10.1038/pcan.2015.46,2016,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,4,0.663
56256079,10.1038/pcan.2015.59,2016,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,5,0.829
56275497,10.1002/adhm.201500778,2016,ADVANCED HEALTHCARE MATERIALS,Biomedical Research,21,2.279
56289567,10.1158/0008-5472.CAN-15-1287,2016,CANCER RESEARCH,Clinical Medicine,10,1.007
56294990,10.1093/annonc/mdv542,2016,ANNALS OF ONCOLOGY,Clinical Medicine,23,2.316
57466503,10.1111/epi.13429,2016,EPILEPSIA,Clinical Medicine,12,1.467
57470318,10.1371/journal.pbio.1002507,2016,PLOS BIOLOGY,Biology,22,3.727
57474839,10.1038/modpathol.2016.88,2016,MODERN PATHOLOGY,Clinical Medicine,25,5.355
57477614,10.1021/acs.molpharmaceut.5b00948,2016,MOLECULAR PHARMACEUTICS,Clinical Medicine,1,0.143
57377374,10.1371/journal.pone.0159088,2016,PLOS ONE,Biomedical Research,2,0.194
57483874,10.18632/oncotarget.9251,2016,ONCOTARGET,Clinical Medicine,14,1.41
54886444,10.1002/mc.22124,2015,MOLECULAR CARCINOGENESIS,Clinical Medicine,77,5.067
54899676,10.1002/pros.23003,2015,PROSTATE,Clinical Medicine,24,2.961
57564940,10.1016/j.molonc.2016.03.007,2016,MOLECULAR ONCOLOGY,Clinical Medicine,5,0.504
57566292,10.1038/pcan.2016.17,2016,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,49,8.125
57496416,10.1158/1535-7163.MCT-15-1018,2016,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,7,0.705
56341665,10.2214/AJR.15.14967,2016,AMERICAN JOURNAL OF ROENTGENOLOGY,Clinical Medicine,5,0.939
54134050,10.1016/j.biomaterials.2014.11.013,2015,BIOMATERIALS,Biomedical Research,24,2.313
57566296,10.1038/pcan.2016.12,2016,PROSTATE CANCER AND PROSTATIC DISEASES,Clinical Medicine,11,1.824
57377556,10.1080/10520295.2016.1179342,2016,BIOTECHNIC & HISTOCHEMISTRY,Biomedical Research,2,0.186
57408722,10.3892/ol.2016.4741,2016,ONCOLOGY LETTERS,Clinical Medicine,11,1.108
57408725,10.3892/ol.2016.4744,2016,ONCOLOGY LETTERS,Clinical Medicine,8,0.806
56402338,10.1016/j.celrep.2016.02.016,2016,CELL REPORTS,Biomedical Research,11,1.023
57498562,10.1158/1078-0432.CCR-15-2428,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,43,4.33
57498585,10.1158/1078-0432.CCR-15-2309,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,11,1.108
57510843,10.1016/j.bone.2016.02.008,2016,BONE,Clinical Medicine,9,1.021
54261631,10.1074/jbc.M114.586057,2015,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,9,0.581
54906053,10.1016/j.pharmthera.2015.03.001,2015,PHARMACOLOGY & THERAPEUTICS,Clinical Medicine,52,5.117
57510855,10.1016/j.bone.2016.06.014,2016,BONE,Clinical Medicine,17,1.929
54279526,10.1093/nar/gku1138,2015,NUCLEIC ACIDS RESEARCH,Biomedical Research,29,1.872
59803192,10.1158/1535-7163.MCT-16-0186,2017,MOLECULAR CANCER THERAPEUTICS,Clinical Medicine,18,3.228
59821054,10.1002/cam4.981,2017,CANCER MEDICINE,Clinical Medicine,0,0
59822159,10.1158/1078-0432.CCR-16-0237,2017,CLINICAL CANCER RESEARCH,Clinical Medicine,10,1.793
59834864,10.1682/JRRD.2015.06.0121,2016,JOURNAL OF REHABILITATION RESEARCH AND DEVELOPMENT,Health,0,0
59851735,10.1038/nprot.2016.174,2017,NATURE PROTOCOLS,Biomedical Research,35,5.766
59861348,10.7554/eLife.20183,2017,ELIFE,Biomedical Research,16,2.636
59902694,10.1016/j.clgc.2016.07.011,2017,CLINICAL GENITOURINARY CANCER,Clinical Medicine,1,0.179
56788600,10.1158/1078-0432.CCR-15-1432,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,36,3.625
56788606,10.1158/1078-0432.CCR-15-0503,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,15,1.511
56788758,10.1158/1078-0432.CCR-15-1606,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,21,2.115
56799188,10.1038/nm.4053,2016,NATURE MEDICINE,Biomedical Research,156,14.859
59943901,10.1115/1.4035647,2017,JOURNAL OF BIOMECHANICAL ENGINEERING-TRANSACTIONS OF THE ASME,Biomedical Research,5,1.586
55947857,10.1016/j.clinbiomech.2015.08.016,2015,CLINICAL BIOMECHANICS,Clinical Medicine,1,0.132
59955233,10.1038/onc.2016.269,2017,ONCOGENE,Biomedical Research,5,0.925
54910569,10.1038/srep10411,2015,SCIENTIFIC REPORTS,Biomedical Research,2,0.126
54929163,10.1073/pnas.1505629112,2015,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,67,4.21
59973312,10.1186/s12967-017-1138-3,2017,JOURNAL OF TRANSLATIONAL MEDICINE,Biomedical Research,7,1.274
59981001,10.1016/j.molcel.2016.11.034,2017,MOLECULAR CELL,Biomedical Research,7,1.13
59984935,10.18632/oncotarget.14536,2017,ONCOTARGET,Clinical Medicine,2,0.359
55324206,10.1016/j.eururo.2015.06.011,2015,EUROPEAN UROLOGY,Clinical Medicine,18,2.221
55324337,10.1016/j.eururo.2015.04.032,2015,EUROPEAN UROLOGY,Clinical Medicine,24,2.961
59984959,10.18632/oncotarget.14402,2017,ONCOTARGET,Clinical Medicine,2,0.359
55324343,10.1016/j.eururo.2014.08.074,2015,EUROPEAN UROLOGY,Clinical Medicine,53,6.54
55324630,10.1097/j.pain.0000000000000224,2015,PAIN,Clinical Medicine,14,1.149
55336053,10.1186/s12918-015-0201-z,2015,BMC SYSTEMS BIOLOGY,Mathematics,8,1.676
54933617,10.1021/acs.bioconjchem.5b00191,2015,BIOCONJUGATE CHEMISTRY,Biomedical Research,34,2.194
55338367,10.1016/j.jss.2015.05.038,2015,JOURNAL OF SURGICAL RESEARCH,Clinical Medicine,5,0.754
57584439,10.1053/j.gastro.2016.06.004,2016,GASTROENTEROLOGY,Clinical Medicine,8,0.812
55348180,10.1126/scisignal.aab1624,2015,SCIENCE SIGNALING,Biomedical Research,25,1.614
57432390,10.1038/srep30346,2016,SCIENTIFIC REPORTS,Biomedical Research,18,1.747
57432612,10.1038/srep29906,2016,SCIENTIFIC REPORTS,Biomedical Research,3,0.291
57514717,10.1073/pnas.1605849113,2016,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,Biomedical Research,8,0.777
57521289,10.1016/j.celrep.2016.07.005,2016,CELL REPORTS,Biomedical Research,14,1.302
57525526,10.1039/c6cp03954e,2016,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,Chemistry,11,1.111
57591096,10.1158/0008-5472.CAN-16-0902,2016,CANCER RESEARCH,Clinical Medicine,26,2.618
57591111,10.1158/0008-5472.CAN-16-0385,2016,CANCER RESEARCH,Clinical Medicine,8,0.806
54937104,10.1039/c5ra10634f,2015,RSC ADVANCES,Chemistry,10,0.582
54937821,10.1007/s00259-015-3038-1,2015,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,Clinical Medicine,11,1.433
54942647,10.1016/j.celrep.2015.05.020,2015,CELL REPORTS,Biomedical Research,17,1.08
54959828,10.1016/j.pcl.2015.03.003,2015,PEDIATRIC CLINICS OF NORTH AMERICA,Clinical Medicine,12,1.567
54960109,10.1186/s12943-015-0395-0,2015,MOLECULAR CANCER,Clinical Medicine,7,0.461
57093122,10.1200/JCO.2015.65.3154,2016,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,9,0.906
57098166,10.1128/AAC.01609-15,2016,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,Clinical Medicine,2,0.286
57108298,10.2147/OTT.S105725,2016,ONCOTARGETS AND THERAPY,Clinical Medicine,2,0.201
57141653,10.1172/JCI85183,2016,JOURNAL OF CLINICAL INVESTIGATION,Clinical Medicine,10,1.471
57531247,10.3390/ijms17071061,2016,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,Chemistry,11,0.948
55449852,10.1186/s13063-015-0959-8,2015,TRIALS,Biomedical Research,2,0.126
55465472,10.1097/PRS.0000000000001617,2015,PLASTIC AND RECONSTRUCTIVE SURGERY,Clinical Medicine,7,1.055
55471058,10.1016/j.ab.2015.06.021,2015,ANALYTICAL BIOCHEMISTRY,Biomedical Research,4,0.258
57598392,10.1016/j.cyto.2016.07.006,2016,CYTOKINE,Biomedical Research,2,0.19
57142802,10.1074/jbc.M115.713099,2016,JOURNAL OF BIOLOGICAL CHEMISTRY,Biomedical Research,2,0.19
57533475,10.1371/journal.pone.0159397,2016,PLOS ONE,Biomedical Research,11,1.068
57535307,10.1016/j.copbio.2016.02.015,2016,CURRENT OPINION IN BIOTECHNOLOGY,Biomedical Research,37,4.929
57545035,10.1146/annurev-bioeng-112415-114722,2016,ANNUAL REVIEW OF BIOMEDICAL ENGINEERING,Biomedical Research,24,2.605
57562565,10.1117/1.JBO.21.6.066019,2016,JOURNAL OF BIOMEDICAL OPTICS,Physics,3,0.586
57158750,10.1111/iju.13072,2016,INTERNATIONAL JOURNAL OF UROLOGY,Clinical Medicine,7,1.161
57168354,10.1016/j.ejmech.2016.04.033,2016,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,Clinical Medicine,2,0.309
57173982,10.1200/JCO.2015.64.9285,2016,JOURNAL OF CLINICAL ONCOLOGY,Clinical Medicine,73,7.351
57178323,10.1093/annonc/mdw068,2016,ANNALS OF ONCOLOGY,Clinical Medicine,26,2.618
57183084,10.1093/nar/gkv1528,2016,NUCLEIC ACIDS RESEARCH,Biomedical Research,8,0.762
57183147,10.1038/onc.2015.340,2016,ONCOGENE,Biomedical Research,92,10.798
57190051,10.4103/1673-5374.180724,2016,NEURAL REGENERATION RESEARCH,Clinical Medicine,8,0.978
57206485,10.18632/oncotarget.8365,2016,ONCOTARGET,Clinical Medicine,10,1.007
53343735,10.1002/jbm.b.33118,2014,JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART B-APPLIED BIOMATERIALS,Biomedical Research,16,1.03
53358233,10.1118/1.4895991,2014,MEDICAL PHYSICS,Clinical Medicine,4,0.412
57210880,10.18632/oncotarget.9079,2016,ONCOTARGET,Clinical Medicine,29,2.92
57237039,10.1158/0008-5472.CAN-15-1501,2016,CANCER RESEARCH,Clinical Medicine,6,0.604
57238877,10.1055/s-0035-1571247,2016,JOURNAL OF RECONSTRUCTIVE MICROSURGERY,Clinical Medicine,2,0.43
53367342,10.1158/2159-8290.CD-13-0230,2014,CANCER DISCOVERY,Clinical Medicine,36,2.015
53367437,10.1158/2159-8290.CD-14-0159,2014,CANCER DISCOVERY,Clinical Medicine,28,1.567
57239815,10.1097/BOT.0000000000000549,2016,JOURNAL OF ORTHOPAEDIC TRAUMA,Clinical Medicine,13,2.541
53006372,10.1158/1078-0432.CCR-14-0292,2014,CLINICAL CANCER RESEARCH,Clinical Medicine,47,2.631
57251741,10.1016/j.matbio.2016.02.002,2016,MATRIX BIOLOGY,Biomedical Research,8,0.762
57260149,10.1038/onc.2015.389,2016,ONCOGENE,Biomedical Research,15,1.761
57261967,10.1158/1078-0432.CCR-15-2429,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,1,0.101
57284859,10.18632/oncotarget.9816,2016,ONCOTARGET,Clinical Medicine,5,0.504
57312658,10.2217/imt-2016-0001,2016,IMMUNOTHERAPY,Clinical Medicine,22,2.442
57319664,10.2967/jnumed.115.170878,2016,JOURNAL OF NUCLEAR MEDICINE,Clinical Medicine,18,3.381
57684353,10.1158/1078-0432.CCR-16-0205,2016,CLINICAL CANCER RESEARCH,Clinical Medicine,14,1.41
59179615,10.1016/j.celrep.2016.09.064,2016,CELL REPORTS,Biomedical Research,11,1.023
59210828,10.1016/j.jconrel.2016.01.007,2016,JOURNAL OF CONTROLLED RELEASE,Clinical Medicine,16,2.287
53768173,10.1158/2159-8290.CD-13-1010,2014,CANCER DISCOVERY,Clinical Medicine,25,1.399
