,doi
6388,10.1038/bjc.2011.241
6389,10.1016/j.cell.2011.03.028
6390,10.1016/j.ccr.2010.01.021
6391,10.1021/bi3012324
6392,10.1158/0008-5472.can-12-2474
6393,10.1186/1476-4598-11-2
6394,10.1038/onc.2013.84
6395,10.18632/oncotarget.2139
6396,10.1586/14737140.2013.836303
6397,10.1038/nrurol.2013.185
6398,10.1053/j.seminoncol.2013.04.011
6399,10.1016/j.ijrobp.2014.04.052
6400,10.1016/j.brachy.2014.04.003
6401,10.1016/j.ijrobp.2011.12.094
6402,10.1097/coc.0b013e318261056c
6403,10.1016/j.ctrv.2013.10.006
6404,10.1158/2159-8290.cd-13-0108
6406,10.2217/fon.13.196
6407,10.1038/bjc.2014.448
6408,10.4161/cbt.22006
6409,10.1053/j.seminoncol.2013.04.006
6410,10.1016/j.ctrv.2012.10.003
6411,10.1016/j.ctrv.2013.01.008
6412,10.1120/jacmp.v14i2.3989
6413,10.1007/s10555-013-9471-3
6414,10.1524/ract.2012.1964
6415,10.1016/j.canlet.2012.12.014
6416,10.1016/j.ygyno.2012.12.016
6417,10.1007/s10552-013-0241-x
6418,10.4172/2161-1025.s2-005
6419,10.1155/2013/384594
6420,10.1002/pros.22932
6421,10.1002/jcp.22947
6422,10.2174/1566524011313070008
6423,10.1517/13543784.2011.609167
6424,10.1073/pnas.1100769108
6425,10.1073/pnas.1120985109
6426,10.1177/1087057114526433
6427,10.1038/ng.2650
6428,10.1158/2159-8290.cd-11-0061
6429,10.1158/1078-0432.ccr-09-1955
6430,10.18632/oncoscience.378
6431,10.1158/1078-0432.ccr-15-2309
6433,10.1158/2159-8290.cd-18-0044
6434,10.1158/2159-8290.cd-13-0230
6435,10.1158/0008-5472.can-13-0080
6436,10.18632/oncotarget.2528
6441,10.1172/jci42874
6442,10.4161/cbt.12.9.17682
6443,10.1038/gene.2012.40
6444,10.1128/mcb.05243-11
6445,10.1074/jbc.m113.494328
6446,10.1038/oncsis.2013.14
6448,10.1371/journal.pone.0076593
6449,10.1182/blood-2012-07-444208
6450,10.1038/nbt.2678
6451,10.1038/nbt.2459
6452,10.1109/tbme.2013.2241430
6453,10.1016/j.juro.2012.07.107
6454,10.1371/journal.pone.0097954
6458,10.1016/j.cviu.2012.11.011
6461,10.1016/j.media.2013.06.002
6464,10.3389/fgene.2013.00152
6465,10.1016/j.cyto.2016.07.006
6466,10.1038/pcan.2013.21
6467,10.1080/15592294.2015.1022019
6468,10.1517/14728222.2012.718330
6469,10.7150/ijbs.4125
6470,10.1117/1.jbo.19.5.056004
6471,10.1117/1.jbo.19.6.066009
6472,10.1117/1.jbo.17.10.107005
6473,10.1117/1.jbo.17.11.116021
6474,10.1364/ao.53.002345
6475,10.1364/ao.52.001293
6476,10.1117/1.jbo.18.8.087002
6477,10.7785/tcrt.2012.500325
6478,10.7785/tcrt.2012.500330
6479,10.1063/1.4825319
6480,10.1117/1.jbo.19.3.037005
6481,10.1371/journal.pone.0071709
6482,10.3390/socsci2040247
6483,10.1002/pros.21314
6484,10.1158/1078-0432.ccr-15-1606
6485,10.1016/j.urology.2014.06.064
6486,10.1200/jco.2016.66.7527
6487,10.1016/j.urolonc.2012.01.001
6488,10.1016/j.urolonc.2015.04.015
6489,10.18632/oncotarget.1849
6493,10.3389/fonc.2013.00109
6494,10.1586/erv.12.122
6495,10.2174/157339412804143113
6496,10.1586/erv.12.107
6497,10.1371/journal.pone.0050075
6498,10.3389/fphys.2014.00183
6499,10.1016/j.jsbmb.2012.09.033
6500,10.4161/cbt.25088
6501,10.1186/1476-4598-10-58
6502,10.1371/journal.pone.0052106
6503,10.1002/pros.22589
6504,10.7554/elife.00499
6505,10.1016/j.cell.2013.11.012
6506,10.1002/pros.22508
6507,10.1038/ng.2509
6508,10.1593/neo.111252
6509,10.1073/pnas.1219192110
6510,10.1158/2159-8290.cd-13-0050
6511,10.1371/journal.pgen.1003205
6512,10.1126/scitranslmed.3003161
6513,10.1038/nm.2388
6514,10.1371/journal.pone.0017305
6515,10.1007/s10552-013-0257-2
6516,10.4172/2155-9937.1000123
6517,10.1039/c4cc06199c
6518,10.1158/0008-5472.can-13-2708
6519,10.1158/0008-5472.can-14-2493
6520,10.1002/jcb.24793
6521,10.1007/978-1-4939-0437-3_3
6522,10.1002/cncr.29320
6523,10.1038/ncomms5712
6524,10.1016/j.addr.2013.09.008
6525,10.1021/nn302317j
6526,10.1016/j.pharmthera.2013.12.011
6527,10.1016/j.eururo.2015.07.053
6528,10.1002/ijc.28561
6529,10.1200/jco.2013.54.7307
6531,10.1038/srep09104
6533,10.1063/1.4973317
6535,10.1039/c6cp03954e
6537,10.1159/000356267
6538,10.1016/j.taap.2013.07.013
6539,10.1016/j.nano.2012.09.001
6540,10.1142/9789814611107_0015
6541,10.4236/jct.2013.43097
6542,10.1002/pros.22675
6543,10.18632/oncotarget.4029
6544,10.1016/s1525-0016(16)33821-7
6545,10.1007/978-1-4939-3112-5_15
6546,10.18632/oncotarget.7139
6548,10.2967/jnumed.115.170878
6549,10.1007/s40336-016-0192-9
6550,10.1186/s13550-018-0377-5
6551,10.2967/jnumed.119.225771
6552,10.2967/jnumed.119.225789
6553,10.1038/ncb3047
6554,10.1039/c2sc00790h
6555,10.1186/s12943-015-0362-9
6556,10.1021/mp4004282
6557,10.1016/b978-0-12-407695-2.00005-6
6558,10.1371/journal.pone.0045571
6559,10.1016/j.ccell.2017.05.003
6560,10.1007/s13187-015-0825-0
6561,10.1186/s40064-015-1208-z
6562,10.15252/embr.201439925
6563,10.1038/onc.2013.524
6564,10.1038/s41388-018-0318-9
6566,10.1158/0008-5472.can-15-0544
6567,10.1158/1535-7163.mct-15-1018
6568,10.1016/j.pharmthera.2015.03.001
6569,10.1158/0008-5472.can-12-4619
6570,10.1128/mcb.00147-14
6571,10.1038/onc.2014.306
6572,10.1093/nar/gkt1382
6573,10.15252/embj.201490306
6574,10.1038/ng.3385
6575,10.1093/nar/gkv1528
6576,10.1038/ncomms9323
6577,10.1093/nar/gkt1338
6578,10.3791/51468
6579,10.1371/journal.pone.0085143
6580,10.1158/0008-5472.can-16-0087
6581,10.1593/neo.13314
6582,10.1021/pr401106h
6583,10.18632/oncotarget.7655
6584,10.1016/bs.enz.2015.09.004
6585,10.1016/bs.enz.2015.09.005
6586,10.1016/j.semcancer.2015.03.006
6587,10.1002/pros.23171
6589,10.1016/j.celrep.2014.08.029
6590,10.1038/nrclinonc.2014.82
6591,10.1158/1078-0432.ccr-16-0237
6592,10.1016/j.cmpb.2013.01.003
6593,10.1158/0008-5472.can-12-4692
6594,10.1073/pnas.1315153111
6595,10.1530/erc-13-0151
6596,10.18632/oncotarget.805
6597,10.18632/oncotarget.1898
6598,10.18632/oncotarget.1979
6599,10.1111/nyas.12160
6600,10.1101/gad.196451.112
6601,10.1158/1055-9965.epi-13-0668
6602,10.1016/j.clgc.2014.12.018
6603,10.1158/1541-7786.mcr-15-0068
6604,10.1016/j.ccr.2013.02.016
6605,10.2147/ijn.s93324
6606,10.1016/j.ijrobp.2014.10.041
6608,10.1016/j.ijrobp.2014.05.2450
6609,10.1118/1.4957902
6610,10.1118/1.4889034
6611,10.1038/onc.2013.200
6612,10.1371/journal.pone.0111201
6614,10.1095/biolreprod.113.108845
6615,10.1074/jbc.m112.419184
6616,10.1371/journal.pone.0159397
6617,10.1007/978-1-4471-4372-7_33
6618,10.1021/ac402162r
6619,10.3389/fimmu.2015.00029
6620,10.2217/imt.13.116
6621,10.1039/c3lc50741f
6622,10.1002/9781119244554.ch17
6623,10.1158/1078-0432.ccr-15-0256
6624,10.1002/mc.22124
6625,10.1667/rr13900.1
6626,10.1158/1535-7163.mct-14-0354
6627,10.2174/0929867311320280007
6628,10.1002/chem.201402573
6629,10.1021/cb400944y
6630,10.3390/vaccines4020018
6631,10.1021/jacs.5b03078
6632,10.1002/ange.201308899
6633,10.1039/c5cc07316b
6634,10.1038/oncsis.2014.18
6635,10.1038/onc.2013.463
6636,10.1517/14728222.2015.1005603
6637,10.1371/journal.pone.0050973
6638,10.2147/chc.s71852
6639,10.1016/j.ultrasmedbio.2015.04.007
6640,10.7150/thno.6717
6641,10.1021/mp500419w
6642,10.1021/jm500684r
6643,10.1186/s13059-015-0864-1
6644,10.1016/j.chembiol.2014.09.012
6645,10.18632/oncotarget.4396
6648,10.1158/0008-5472.can-15-0381
6650,10.4103/1008-682x.169997
6651,10.1038/onc.2016.287
6653,10.1016/j.bbamcr.2015.12.001
6655,10.1016/j.bbagrm.2014.09.015
6657,10.1016/j.ultrasmedbio.2013.07.017
6658,10.1109/ultsym.2014.0285
6659,10.1002/anie.201503720
6660,10.1021/acschembio.5b00442
6661,10.1002/pros.23832
6662,10.1016/j.ultras.2015.06.009
6663,10.3390/s141120825
6664,10.18632/oncotarget.5920
6665,10.1371/journal.pone.0076994
6666,10.1007/978-1-4939-1804-1_27
6667,10.1007/s13277-014-1638-1
6668,10.1371/journal.pone.0180344
6670,10.1158/0008-5472.can-14-2185
6671,10.1158/2159-8290.cd-13-1010
6672,10.1074/jbc.m113.498576
6673,10.1007/s00418-015-1401-8
6674,10.1091/mbc.e15-05-0280
6675,10.1371/journal.pone.0098021
6676,10.1016/j.str.2015.01.018
6677,10.1158/2159-8290.cd-12-0085
6679,10.1038/nrc3627
6680,10.1016/j.celrep.2016.02.016
6681,10.1038/onc.2014.25
6682,10.1021/ja512613j
6683,10.1016/j.biomaterials.2014.05.073
6684,10.1172/jci70982
6685,10.1016/j.biomaterials.2015.07.028
6686,10.1038/nrurol.2013.126
6687,10.1038/onc.2013.579
6688,10.1038/ncomms2912
6689,10.1210/me.2013-1213
6690,10.1530/erc-13-0502
6691,10.1158/1541-7786.mcr-13-0611
6693,10.1371/journal.pone.0114260
6694,10.1186/1471-2121-15-8
6695,10.1091/mbc.e12-07-0527
6696,10.1016/j.yexcr.2013.02.008
6697,10.1371/journal.pone.0108609
6698,10.1002/pros.23121
6699,10.3389/fonc.2014.00364
6700,10.1002/pros.22740
6703,10.1158/1078-0432.ccr-15-3107
6705,10.1038/ncomms4384
6706,10.1038/ncb3195
6707,10.1186/s12916-015-0278-7
6708,10.1002/med.21338
6709,10.1007/s13238-014-0097-1
6710,10.1186/s12918-015-0201-z
6711,10.1158/0008-5472.can-14-0992
6712,10.1021/acs.bioconjchem.6b00222
6714,10.1021/acs.bioconjchem.5b00102
6715,10.4155/fseb2013.13.123
6717,10.1021/acs.bioconjchem.5b00028
6719,10.1016/j.ejmech.2014.04.071
6721,10.1021/mp4000844
6724,10.1021/mp3005325
6727,10.1021/ja400432e
6730,10.7603/s40681-014-0002-5
6731,10.3390/molecules21050599
6732,10.1039/c4nj00917g
6733,10.1039/c5py00899a
6734,10.3390/molecules21030335
6735,10.1021/acs.molpharmaceut.5b00205
6736,10.1073/pnas.1407097111
6737,10.1038/ncomms14913
6738,10.1021/acsnano.7b03150
6739,10.1002/mabi.201400436
6741,10.1039/c4cc06056c
6743,10.1021/acs.molpharmaceut.7b00009
6744,10.1039/c2sm25903f
6745,10.1016/j.actbio.2015.01.005
6746,10.1016/j.cbpa.2013.10.018
6747,10.3791/51052
6748,10.1073/pnas.1209721109
6749,10.1021/bc3005842
6750,10.1016/j.actbio.2017.01.079
6751,10.1016/j.jconrel.2016.01.007
6752,10.1021/jacs.7b07900
6753,10.4103/1008-682x.177120
6754,10.1158/0008-5472.can-14-1596
6755,10.1016/j.jconrel.2012.12.029
6758,10.1038/srep05128
6761,10.1039/c4nr01346h
6764,10.1021/nn507494p
6767,10.1002/adhm.201300512
6770,10.1016/j.nano.2014.12.016
6771,10.1118/1.4895991
6772,10.1002/acm2.12111
6773,10.1117/1.jbo.22.10.106017
6774,10.1074/jbc.m114.586057
6776,10.1371/journal.pone.0106437
6778,10.1093/aje/kws191
6779,10.3945/jn.112.168484
6780,10.1093/jnci/dju085
6781,10.1093/annonc/mdv282
6782,10.1001/jamaoncol.2015.1341
6783,10.1007/s12672-016-0250-9
6784,10.1016/j.eururo.2015.08.025
6785,10.1002/pros.23462
6786,10.1038/bjc.2014.640
6787,10.1158/1940-6207.capr-15-0097
6788,10.1080/2162402x.2018.1456603
6789,10.18632/oncotarget.3564
6790,10.1158/1541-7786.mcr-14-0273
6791,10.1002/nbm.3712
6792,10.1038/s41598-017-11899-2
6793,10.1016/j.celrep.2019.07.007
6794,10.1080/23723556.2017.1279723
6795,10.18632/oncotarget.6434
6796,10.1186/s13045-015-0204-7
6797,10.1016/j.neo.2015.03.004
6798,10.1016/j.gendis.2015.01.003
6800,10.2147/tacg.s35598
6802,10.1038/ncomms4972
6803,10.1093/nar/gkw498
6804,10.1038/onc.2015.340
6805,10.18632/oncotarget.4174
6806,10.1007/s10555-014-9519-z
6807,10.1016/j.bbamcr.2014.11.004
6809,10.18632/oncotarget.4877
6810,10.1111/nyas.12817
6811,10.1016/j.mri.2015.07.006
6812,10.1038/pcan.2015.61
6813,10.3389/fonc.2015.00030
6814,10.1158/1078-0432.ccr-15-2429
6815,10.1038/pcan.2014.50
6816,10.18632/oncotarget.17968
6817,10.1021/acs.analchem.5b00826
6818,10.1097/pas.0000000000000348
6819,10.1016/j.humpath.2016.04.017
6820,10.18632/oncotarget.7303
6822,10.1016/b978-0-12-803892-5.00012-7
6824,10.18632/oncotarget.4260
6826,10.1002/mc.22340
6828,10.5966/sctm.2016-0243
6830,10.18632/oncotarget.10652
6832,10.1038/ncomms10798
6834,10.1371/journal.pone.0090022
6835,10.1158/0008-5472.can-15-0798
6837,10.1016/j.semcancer.2015.07.002
6839,10.1002/stem.2007
6841,10.1530/erc-15-0217
6843,10.1074/jbc.m115.697789
6844,10.1089/ars.2012.5171
6845,10.1117/1.jmi.3.4.047502
6848,10.1371/journal.pone.0159088
6850,10.1038/srep33985
6852,10.1016/j.neucom.2016.01.034
6854,10.1038/srep29906
6855,10.1038/srep27306
6857,10.1158/1055-9965.epi-15-0496
6860,10.1146/annurev-bioeng-112415-114722
6862,10.4103/2153-3539.129441
6864,10.1118/1.4881515
6867,10.1002/jmri.24676
6869,10.1007/978-1-4899-8032-8_4
6870,10.1371/journal.pone.0121502
6872,10.1007/978-3-642-40760-4_50
6873,10.1117/12.2008695
6874,10.1002/pros.22908
6875,10.1098/rsfs.2014.0014
6876,10.1016/j.media.2013.12.002
6878,10.4103/2153-3539.186902
6880,10.15190/d.2016.5
6881,10.1039/c4bm00020j
6882,10.1038/cr.2015.38
6884,10.1016/j.ccr.2014.05.004
6886,10.1016/j.celrep.2015.07.045
6887,10.3390/ijms160820001
6888,10.1063/1.4946829
6889,10.1039/c5py01528f
6891,10.1016/j.polymer.2015.05.043
6893,10.1039/c4ra14466j
6896,10.1007/s10404-015-1674-1
6897,10.1016/j.copbio.2016.02.015
6898,10.1002/mats.201500098
6899,10.1039/c5ra10634f
6900,10.18632/oncotarget.11347
6901,10.1002/pros.23145
6903,10.1038/nprot.2016.174
6906,10.1016/j.ccell.2016.07.004
6907,10.1371/journal.pbio.1002507
6908,10.1016/j.celrep.2014.06.061
6909,10.1126/scisignal.aab1624
6910,10.18632/oncotarget.3960
6911,10.1073/pnas.1500722112
6912,10.1007/s00428-016-1904-2
6913,10.1158/1078-0432.ccr-16-0205
6914,10.1016/j.juro.2016.09.084
6915,10.1016/j.eururo.2016.07.026
6916,10.1093/jnci/djv346
6917,10.1007/s12672-014-0171-4
6918,10.1093/nar/gkv262
6919,10.1093/annonc/mdv311
6920,10.1158/1078-0432.ccr-12-3601
6921,10.1038/onc.2016.185
6922,10.1038/ncomms13668
6924,10.1038/onc.2016.313
6925,10.1158/0008-5472.can-15-2186
6926,10.1001/jamaoncol.2016.2360
6927,10.1016/j.eururo.2016.03.049
6928,10.1016/j.mce.2016.09.010
6929,10.1517/14728222.2016.1159676
6930,10.1158/0008-5472.can-16-2169
6931,10.1530/erc-17-0108
6932,10.1080/14728222.2018.1439016
6934,10.1158/1078-0432.ccr-17-3571
6938,10.1016/j.eururo.2017.11.038
6940,10.1001/jamaoncol.2018.1615
6942,10.1016/j.clgc.2014.08.012
6943,10.1016/j.urolonc.2014.07.005
6944,10.18632/oncotarget.9816
6946,10.1200/jco.2014.32.15_suppl.tps5104
6947,10.1016/j.eururo.2014.03.026
6948,10.1016/j.eururo.2014.08.074
6949,10.1016/j.eururo.2015.06.011
6950,10.1016/j.juro.2015.01.077
6951,10.1016/j.juro.2014.09.094
6952,10.1001/jama.2015.6036
6953,10.1016/j.clgc.2016.07.011
6954,10.1016/j.jmoldx.2015.12.006
6955,10.1016/j.juro.2016.03.179
6956,10.1093/jnci/djv329
6957,10.1038/s41467-018-04495-z
6960,10.1126/scitranslmed.aah5497
6961,10.1016/j.cell.2014.08.016
6962,10.18632/oncotarget.2740
6963,10.14694/edbook_am.2015.35.92
6964,10.1158/1541-7786.mcr-13-0536
6965,10.1016/j.celrep.2015.07.012
6966,10.1093/annonc/mdv179
6967,10.1038/nrurol.2015.182
6968,10.1093/annonc/mdv360
6970,10.1097/pas.0000000000000208
6971,10.1016/j.humpath.2014.06.008
6972,10.3389/fonc.2014.00060
6973,10.1126/scitranslmed.aai8745
6974,10.1126/scitranslmed.aal0070
6975,10.1126/scitranslmed.aaf6949
6976,10.1038/onc.2014.350
6978,10.1177/107327481402100310
6980,10.1021/jm501929n
6982,10.1038/nature14406
6983,10.1080/15384101.2015.1086201
6984,10.1002/hed.24117
6985,10.1016/bs.mie.2015.04.006
6986,10.1002/mrc.4480
6987,10.1039/c6ra02864k
6988,10.1038/labinvest.2013.141
6989,10.1016/j.eururo.2015.05.042
6990,10.3389/fonc.2015.00169
6991,10.1186/s12967-017-1138-3
6992,10.1016/j.urology.2015.07.009
6993,10.1111/cas.12460
6994,10.2214/ajr.15.14967
6995,10.1186/s12967-014-0313-z
6996,10.1002/mrm.25091
6997,10.1021/pr500387m
6998,10.1016/j.ijrobp.2013.05.019
6999,10.1111/jsm.12215
7000,10.1118/1.4897615
7001,10.1016/j.ijrobp.2014.08.350
7002,10.1016/j.ijrobp.2013.05.018
7003,10.1118/1.4862507
7004,10.1016/j.ultrasmedbio.2013.04.006
7005,10.1016/j.ijrobp.2015.01.006
7006,10.3390/biom5031441
7007,10.1158/0008-5472.can-14-3602
7009,10.1073/pnas.1324151111
7010,10.1016/j.neo.2016.07.001
7011,10.1038/ng.3192
7012,10.1158/1541-7786.mcr-14-0257
7013,10.18632/oncotarget.1846
7014,10.1038/ncomms12791
7015,10.1016/j.celrep.2015.05.020
7016,10.1186/s12915-014-0078-0
7017,10.1093/nar/gku1138
7018,10.1109/tmi.2014.2305101
7019,10.2478/phto-2014-0002
7020,10.1371/journal.pone.0131811
7021,10.1016/j.canlet.2014.07.002
7022,10.1152/ajplung.00125.2014
7024,10.2147/dddt.s66302
7026,10.4103/0973-6042.140115
7027,10.3389/fonc.2014.00343
7029,10.1111/jpi.12084
7030,10.2147/ppa.s32175
7031,10.3390/ijms160511750
7032,10.3390/ijms15046941
7034,10.1002/pros.22805
7035,10.4143/crt.2014.46.3.297
7036,10.4049/jimmunol.1400806
7038,10.1002/pros.22971
7040,10.1016/j.neucom.2014.03.065
7041,10.1016/j.tranon.2016.01.008
7042,10.1117/12.2043937
7043,10.1118/1.4923161
7044,10.1002/jmri.24975
7045,10.1158/2159-8290.cd-15-0224
7048,10.1016/j.coi.2015.05.004
7049,10.1007/s00262-013-1482-y
7050,10.1158/1535-7163.mct-13-1040
7051,10.1158/1078-0432.ccr-14-1358
7052,10.1016/j.molonc.2016.03.007
7053,10.1021/acs.molpharmaceut.5b00948
7055,10.18632/oncotarget.14402
7056,10.1038/cddis.2014.343
7057,10.1016/j.pacs.2015.02.002
7058,10.1515/hmbci-2014-0045
7059,10.1074/jbc.m114.625350
7061,10.1016/j.ccr.2013.09.021
7062,10.1016/j.celrep.2015.08.069
7063,10.2147/cmar.s39318
7064,10.4161/cc.27267
7065,10.4103/1477-3163.122760
7066,10.1016/j.ijrobp.2014.10.031
7067,10.12788/jcso.0323
7068,10.15436/2377-0902.16.1109
7069,10.1007/s40615-016-0237-9
7070,10.1007/s13187-016-0991-8
7071,10.1186/1476-072x-13-39
7072,10.1093/carcin/bgy025
7073,10.1158/1541-7786.mcr-19-0415
7074,10.1158/1078-0432.ccr-14-1566
7075,10.3892/mco.2014.378
7076,10.1158/1535-7163.mct-17-0030
7077,10.1002/pros.23134
7078,10.14440/jbm.2015.63
7081,10.1038/onc.2015.389
7082,10.1158/1078-0432.ccr-17-0528
7083,10.1128/mcb.00102-15
7085,10.1002/1878-0261.12104
7086,10.18632/oncotarget.11404
7087,10.1096/fba.2018-00084
7088,10.1074/jbc.m114.623264
7089,10.1002/cbic.201402421
7090,10.1016/j.ab.2015.06.021
7091,10.3390/cancers7040875
7092,10.1039/c7cc01459g
7093,10.1021/jacs.6b06928
7094,10.1002/cmdc.201600238
7095,10.1016/j.eururo.2016.11.017
7096,10.1038/bonekey.2016.4
7098,10.1111/iju.13170
7100,10.2147/bctt.s139963
7101,10.14343/jcscr.2015.3e1005
7102,10.1038/bonekey.2015.57
7103,10.1007/s00223-017-0350-8
7104,10.1016/b978-0-12-804003-4.00014-1
7105,10.1074/jbc.m116.737379
7106,10.3390/cancers10050141
7107,10.18632/oncotarget.9251
7109,10.1038/s41598-017-17393-z
7113,10.1007/s11914-018-0471-7
7114,10.1016/j.neo.2018.11.003
7115,10.1007/978-1-4939-8997-3_16
7116,10.1002/jcb.25768
7119,10.1080/2162402x.2017.1349588
7120,10.1016/j.canlet.2019.01.035
7121,10.1083/jcb.201902048
7122,10.1158/2159-8290.cd-14-1113
7123,10.1016/j.celrep.2018.03.032
7125,10.2967/jnumed.118.220715
7126,10.1002/pros.23161
7127,10.18632/oncotarget.23493
7128,10.1158/1078-0432.ccr-15-2956
7130,10.1038/s41467-018-06067-7
7131,10.1158/1535-7163.mct-17-0259
7133,10.1007/978-1-4939-3724-0_4
7134,10.1016/j.juro.2016.06.095
7135,10.1016/j.gendis.2017.01.003
7136,10.4155/fmc.15.73
7137,10.1158/0008-5472.can-18-2049
7138,10.1038/s41388-019-0760-3
7139,10.1158/1078-0432.ccr-15-1927
7141,10.1158/0008-5472.can-14-2108
7142,10.1002/jcb.25288
7143,10.1158/0008-5472.can-14-2109
7144,10.1002/mc.22522
7146,10.18632/oncoscience.220
7147,10.1186/s12896-017-0341-x
7148,10.1242/jcs.197152
7149,10.1158/0008-5472.can-13-3076
7150,10.1002/pros.23249
7151,10.1016/j.celrep.2017.03.042
7152,10.1158/1541-7786.mcr-15-0111
7153,10.1038/nrc.2017.105
7154,10.1158/0008-5472.can-15-2142
7156,10.2967/jnumed.118.208785
7158,10.1001/jamaoncol.2015.0829
7159,10.1200/jco.2015.62.5988
7160,10.1080/15384047.2017.1345384
7161,10.1158/1535-7163.mct-17-0157
7162,10.18632/oncotarget.5728
7163,10.18632/oncotarget.6497
7164,10.1158/1541-7786.mcr-17-0665
7165,10.1021/nn504025a
7166,10.18632/oncotarget.14926
7167,10.1080/08820139.2016.1186690
7168,10.1080/2162402x.2015.1026534
7169,10.1016/j.tips.2015.06.005
7170,10.2217/imt.15.78
7171,10.1158/1078-0432.ccr-15-2428
7172,10.1158/1078-0432.ccr-14-1495
7173,10.2217/imt-2016-0001
7174,10.1111/imr.12521
7175,10.18632/oncotarget.21098
7176,10.1016/j.molmed.2014.10.009
7177,10.1038/nature21676
7178,10.1530/erc-14-0402
7179,10.1158/0008-5472.can-18-3313
7180,10.1016/j.drudis.2017.05.009
7181,10.3390/biom7010015
7182,10.1038/s41388-018-0450-6
7183,10.1016/j.ctrv.2014.10.005
7184,10.18632/oncotarget.5487
7185,10.2147/ott.s105725
7186,10.1016/j.eururo.2016.03.017
7188,10.1158/1078-0432.ccr-16-0987
7190,10.1016/j.eururo.2016.04.023
7193,10.1158/1078-0432.ccr-16-1780
7194,10.1200/jco.2015.64.9285
7197,10.1002/cncr.30073
7199,10.1158/1078-0432.ccr-15-1432
7200,10.1093/annonc/mdv542
7202,10.1016/j.eururo.2016.07.032
7204,10.1016/j.ejca.2015.05.019
7206,10.1007/s10637-015-0217-7
7207,10.1093/annonc/mdw068
7208,10.1117/1.jbo.21.6.066019
7209,10.1038/onc.2015.41
7210,10.1016/j.canlet.2016.03.005
7211,10.1038/srep12842
7212,10.1158/2159-8290.cd-16-0960
7214,10.1002/cncr.30587
7215,10.1038/pcan.2015.59
7217,10.1016/j.juro.2017.07.071
7218,10.1016/j.urolonc.2016.12.016
7219,10.1016/j.ejca.2017.02.030
7221,10.1002/pros.23277
7222,10.1158/1078-0432.ccr-16-1211
7223,10.1016/j.urolonc.2014.08.006
7225,10.1172/jci92466
7226,10.1002/jbmr.3196
7227,10.1002/pros.23219
7228,10.1053/j.gastro.2016.06.004
7229,10.1373/clinchem.2014.223677
7230,10.1038/ncomms5988
7231,10.1016/j.jmoldx.2015.05.008
7232,10.1186/s40425-018-0341-y
7235,10.1016/j.clgc.2017.05.024
7236,10.1158/1078-0432.ccr-17-0955
7237,10.18632/oncotarget.9184
7239,10.1056/nejmc1611137
7240,10.1016/j.eururo.2015.11.022
7241,10.1016/j.eururo.2016.08.037
7242,10.1016/j.urolonc.2016.03.019
7244,10.1371/journal.pone.0147400
7245,10.1016/j.juro.2016.01.120
7247,10.1158/0008-5472.can-17-2332
7248,10.1038/pcan.2016.9
7251,10.1016/j.neo.2015.11.009
7253,10.1002/advs.201801254
7254,10.1158/1541-7786.mcr-17-0539
7255,10.1002/jcp.26593
7256,10.1002/jcp.25652
7257,10.1073/pnas.1706908114
7258,10.1002/jcp.25384
7259,10.18632/oncotarget.11992
7260,10.1073/pnas.1505629112
7261,10.1093/jmcb/mjw018
7262,10.1039/c5bm00198f
7263,10.1158/0008-5472.can-16-0902
7264,10.1016/j.jconrel.2015.09.014
7265,10.1016/j.addr.2015.11.015
7266,10.1158/1078-0432.ccr-16-1357
7267,10.1093/ajcp/aqx094
7269,10.1373/clinchem.2018.293365
7270,10.1016/j.ajur.2018.11.006
7271,10.1002/pros.22883
7272,10.1038/nature13638
7273,10.1021/acsami.5b00371
7274,10.2967/jnumed.116.177295
7275,10.1097/mnm.0000000000000383
7276,10.1007/s10637-015-0307-6
7278,10.18632/oncotarget.12178
7279,10.1007/s10637-016-0334-y
7281,10.1080/2162402x.2016.1165377
7282,10.1016/j.juro.2015.02.1961
7283,10.1016/j.eururo.2015.04.032
7284,10.1038/pcan.2016.71
7285,10.1186/s12955-017-0704-y
7286,10.1016/j.clgc.2017.05.026
7289,10.1016/j.eururo.2017.08.010
7290,10.1016/j.jval.2015.09.1270
7291,10.7759/cureus.426
7292,10.1056/nejmc1410239
7293,10.1517/14656566.2015.1016911
7294,10.1007/s10637-014-0189-z
7295,10.1016/s1470-2045(15)70113-0
7296,10.1111/iju.13072
7297,10.1158/1078-0432.ccr-17-1100
7298,10.1002/pros.23024
7299,10.1038/pcan.2014.44
7300,10.1007/s10637-014-0106-5
7301,10.1016/j.urolonc.2016.11.005
7302,10.1200/jco.2017.77.6880
7304,10.1007/s11307-017-1057-y
7305,10.1016/j.clgc.2016.10.006
7307,10.1186/s12943-016-0552-0
7308,10.1124/mol.116.103416
7309,10.18632/oncotarget.12619
7310,10.18632/oncotarget.12620
7311,10.1177/107327481602300404
7312,10.1097/cco.0000000000000284
7313,10.1038/pcan.2014.53
7314,10.1158/1078-0432.ccr-14-2352
7315,10.1007/s10555-016-9622-4
7316,10.1038/nrurol.2014.308
7317,10.1158/0008-5472.can-15-0234
7318,10.1186/s12967-016-0829-5
7319,10.1200/jco.2015.65.3154
7320,10.1016/j.urology.2015.08.008
7321,10.1200/jco.2017.72.4138
7322,10.1158/1078-0432.ccr-18-1912
7325,10.1002/ijc.31229
