"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"Prostate Cancer Biorepository Network (PCBN) - University of Washington Site","MORRISSEY, COLM M","PC171113P3","W81XWH-18-2-0017","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Pathology Resource Network Award","Primary: Research Resources and RegistriesSecondary: Not Otherwise Specified","2017","$1,048,127.00"
"Prostate Cancer Biorepository Network (PCBN) - Institute of Cancer Research Network Site","DE BONO, JOHANN S","PC171113P4","W81XWH-18-2-0018","Institution: THE INSTITUTE OF CANCER RESEARCH: ROYAL CANCER HOSPITAL","PCRP","Pathology Resource Network Award","Primary: Research Resources and RegistriesSecondary: Not Otherwise Specified","2017","$576,450.00"
"Prostate Cancer Biorepository Network (PCBN) - Washington University Network Site","DRAKE, BETTINA ","PC171113P5","W81XWH-18-2-0019","Institution: WASHINGTON UNIVERSITY","PCRP","Pathology Resource Network Award","Primary: Research Resources and RegistriesSecondary: Not Otherwise Specified","2017","$800,625.00"
"The Prostate Cancer Clinical Trials Consortium:  Application for Coordinating Center with Clinical Research Site Option","SCHER, HOWARD ","PC171115","W81XWH-18-2-0060","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Clinical Consortium Award - Coordinating Center with a Clinical Research Site","Primary: Centers, Clinical Centers, or ConsortiaSecondary: Not Otherwise Specified","2017","$6,137,932.00"
"Next-Generation Human Prostate Cancer Cocultures to Optimize Autologous Chimeric Antigen Receptor T-Cell Immunotherapy","LEE, JOHN ","PC180031","W81XWH-19-1-0758","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Idea Development Award - New Investigator Option","Primary: ImmunotherapiesSecondary: Tumor Immunology","2018","$817,785.00"
"Defining the Role of PIM Kinases in Hypoxia-Induced Invasion and Metastasis","WARFEL, NOEL ","PC180035","W81XWH-19-1-0455","Institution: ARIZONA, UNIVERSITY OF, TUCSON","PCRP","Idea Development Award - New Investigator Option","Primary: InvasionSecondary: Chemotherapy/ Pharmacotherapy","2018","$891,442.00"
"MRI Predictors of Outcome After Radiotherapy for Localized Prostate Cancer","MENARD, CYNTHIA ","PC180051","W81XWH-19-1-0451","Institution: NRG ONCOLOGY FOUNDATION, INC.","PCRP","Idea Development Award - Established Investigator","Primary: Magnetic Resonance ImagingSecondary: Clinical Biomarkers","2018","$667,325.00"
"Characterizing the Aggressiveness of Prostate Cancer with Multimodality Imaging","SCHOLL, TIMOTHY J","PC180055","W81XWH-19-1-0721","Institution: WESTERN ONTARIO, UNIVERSITY OF","PCRP","Idea Development Award - Established Investigator","Primary: Magnetic Resonance ImagingSecondary: Nuclear Medicine Imaging","2018","$730,536.00"
"Therapeutic Targeting of the Glutamine Transporter SLC1A5 in Advanced Prostate Cancer","FRIGO, DANIEL ","PC180078","W81XWH-19-1-0410","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","PCRP","Idea Development Award - Established Investigator","Primary: Nuclear Medicine ImagingSecondary: Targeted Therapies","2018","$831,586.00"
"Resolving and Translating Communication Within the Prostate Cancer Microenvironment","DALY, ROGER J","PC180094","W81XWH-19-1-0671","Institution: MONASH UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Signal TransductionSecondary: Proteomics","2018","$951,826.56"
"Targeting Fibroblast Growth Factor Receptors in Preclinical Patient-Derived Xenograft Models of CRPC","LABRECQUE, MARK ","PC180133","W81XWH-19-1-0729","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Early Investigator Research Award","Primary: Chemotherapy/ PharmacotherapySecondary: Growth Factors/Cytokines","2018","$224,484.00"
"Metabolic Targeting of Skp2 Expression as a Novel Therapy for Castration-Resistant Prostate Cancer","YAN, CHUNHONG ","PC180135","W81XWH-19-1-0587","Institution: AUGUSTA UNIVERSITY RESEARCH INSTITUTE, INC.","PCRP","Idea Development Award - Established Investigator","Primary: PharmacologySecondary: Oncogenes","2018","$920,250.00"
"Integrative Analysis of Exitrons in Metastatic Prostate Cancer","YANG, RENDONG ","PC180153","W81XWH-19-1-0161","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","PCRP","Idea Development Award - New Investigator Option","Primary: BioinformaticsSecondary: Clinical Biomarkers","2018","$895,852.00"
"Inhibiting Lysine-Specific Demethylase 1 Activity as a Potential Therapeutic Treatment for Castration-Resistant Prostate Cancer","CAI, CHANGMENG ","PC180163","W81XWH-19-1-0361","Institution: MASSACHUSETTS UNIVERSITY OF, BOSTON","PCRP","Idea Expansion Award","Primary: Mechanism of Hormone ActionSecondary: Chemotherapy/ Pharmacotherapy","2018","$571,875.00"
"The Immunologic Role of miR-21 in the Prostate Cancer Tumor Microenvironment","LUPOLD, SHAWN ","PC180174","W81XWH-19-1-0450","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Regulation of the Immune ResponseSecondary: Immunotherapies","2018","$982,500.00"
"Novel Roles of STUB1 in Resistant Prostate Cancer","GAO, ALLEN C","PC180180","W81XWH-19-1-0843","Institution: CALIFORNIA, UNIVERSITY OF, DAVIS","PCRP","Idea Development Award - Established Investigator","Primary: Hormone ReceptorsSecondary: Translation and Modification","2018","$942,000.00"
"A Nanotechnology Solution for Early Detection of Micrometastatic Prostate Cancer After Radical Prostatectomy","POSADAS, EDWIN ","PC180192","W81XWH-19-1-0390","Institution: CEDARS-SINAI MEDICAL CENTER","PCRP","Idea Development Award - Established Investigator","Primary: Cell/Tissue/Body Fluid SamplingSecondary: Metastasis","2018","$879,982.00"
"Defining the Potential of Early Molecular Subtypes of Prostate Cancer to Progress to AR-Indifferent Disease","BARBIERI, CHRISTOPHER ","PC180216","W81XWH-19-1-0403","Institution: JOAN AND SANFORD I WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY","PCRP","Idea Development Award - New Investigator Option","Primary: ProgressionSecondary: Drug Resistance/Multi-Drug Resistance","2018","$968,429.00"
"Targeting a Novel Regulatory Mechanism of PARP1 Activation in Castrate-Resistant Prostate Cancer","WAN, FENGYI ","PC180238","W81XWH-19-1-0479","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Drug DevelopmentSecondary: Functional Study of Biological Molecules","2018","$982,500.00"
"Investigating the Expression, Role, and Targeting of Collagen Modifying Prolyl 4-Hydroxylase P4HA1 in Prostate Cancer Progression and Metastasis","VARAMBALLY, SOORYANARAYANA ","PC180266","W81XWH-19-1-0588","Institution: ALABAMA, UNIVERSITY OF, AT BIRMINGHAM","PCRP","Idea Development Award - Established Investigator","Primary: InvasionSecondary: Oncogenes","2018","$891,000.00"
"Prostate Cancer Antigen Presentation by HLA-E as a New Target Mechanism for Immunotherapy","FRUEH, KLAUS J","PC180267","W81XWH-19-1-0358","Institution: OREGON HEALTH AND SCIENCE UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Tumor Immunology","2018","$853,041.00"
"CD133-Targeted Natural Killer Cell Therapy for Aggressive Prostate Cancer","LEBEAU, AARON M","PC180269","W81XWH-19-1-0243","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","PCRP","Idea Development Award - New Investigator Option","Primary: Immunotherapies","2018","$920,007.00"
"Radiolabeled PARP Inhibitors for Imaging and Targeted Radiotherapy of Prostate Cancer","ROGERS, BUCK E","PC180273","W81XWH-19-1-0484","Institution: WASHINGTON UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: RadiotherapySecondary: Nuclear Medicine Imaging","2018","$942,353.00"
"Combining Androgen Deprivation and Immunotherapy to Prevent Progression to Castration-Resistant Prostate Cancer","KROLEWSKI, JOHN ","PC180278","W81XWH-19-1-0378","Institution: HEALTH RESEARCH INC., ROSWELL PARK DIVISION","PCRP","Idea Development Award - Established Investigator","Primary: Growth Factors/CytokinesSecondary: Tumor Immunology","2018","$1,048,200.00"
"The Role of CRIPTO Signaling in Lethal Prostate Cancer","KRUITHOF-DE JULIO, MARIANNA ","PC180280","W81XWH-19-1-0432","Institution: UNIVERSITY OF BERN","PCRP","Impact Award","Primary: Cancer Stem CellsSecondary: Oncogenes","2018","$822,356.00"
"Determining the Role of CDK12 in Driving Prostate Cancer Initiation, Progression, and Responses to Therapeutics","VASIOUKHIN, VALERI ","PC180295","W81XWH-19-1-0211","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Idea Development Award - Established Investigator","Primary: Animal ModelsSecondary: Genomic Instability","2018","$1,056,000.00"
"The Long and Short of a GWAS-Identified Long Non-Coding RNA","BATRA, JYOTSNA ","PC180305","W81XWH-19-1-0343","Institution: QUEENSLAND UNIVERSITY OF TECHNOLOGY","PCRP","Idea Development Award - New Investigator Option","Primary: TranscriptionSecondary: Progression","2018","$738,087.00"
"Prognostic Prediction Model for Prostate Cancer in African American Men","GUPTA, SANJAY ","PC180329","W81XWH-19-1-0720","Institution: CASE WESTERN RESERVE UNIVERSITY","PCRP","Health Disparity Research Award - Established Investigator","Primary: BioinformaticsSecondary: Digital Imaging","2018","$1,606,582.00"
"Prostate Cancer-Derived Bone Metastasis on a ChIP Platform to Model Immune Response","JANG, HAE LIN ","PC180355","W81XWH-19-1-0404","Institution: BRIGHAM AND WOMEN'S HOSPITAL, INC.","PCRP","Idea Development Award - New Investigator Option","Primary: MetastasisSecondary: Not Otherwise Specified","2018","$1,054,752.00"
"Dual Targeting of Cooperating Drivers of Prostate Cancer","SWEENEY, CHRISTOPHER ","PC180361","W81XWH-19-1-0564","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Idea Development Award - Established Investigator","Primary: Clinical BiomarkersSecondary: Targeted Therapies","2018","$1,031,502.00"
"Defining and Functionally Characterizing the Epigenome in Lethal Prostate Cancer","FREEDMAN, MATTHEW ","PC180367","W81XWH-19-1-0565","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Idea Development Award - Established Investigator","Primary: GenomicsSecondary: Proteomics","2018","$799,066.00"
"Discovery and Functional Analyses of Susceptibility Genes for Lethal Prostate Cancer","ISAACS, WILLIAM B","PC180375","W81XWH-19-1-0345","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: BiomarkersSecondary: Genomics","2018","$914,720.00"
"Functional Characterization of Forkhead-Domain Missense Mutations of FOXA1 in Driving Prostate Cancer Progression","GAO, SHUAI ","PC180400","W81XWH-19-1-0777","Institution: MASSACHUSETTS UNIVERSITY OF, BOSTON","PCRP","Idea Development Award - New Investigator Option","Primary: Mechanism of Hormone ActionSecondary: Transcription","2018","$915,000.00"
"Developing a MALDI/PET Early Warning Imaging System for Lethal Prostate Cancer","IPPOLITO, JOSEPH E","PC180407","W81XWH-19-1-0795","Institution: WASHINGTON UNIVERSITY","PCRP","Idea Development Award - New Investigator Option","Primary: Nuclear Medicine ImagingSecondary: Metabolism","2018","$783,460.00"
"Identification of Novel Prostate Cancer Stem Cell Genes as Therapeutic Targets","PRINS, GAIL ","PC180408","W81XWH-19-1-0253","Institution: ILLINOIS, UNIVERSITY OF, AT CHICAGO","PCRP","Idea Development Award - Established Investigator","Primary: Cancer Stem CellsSecondary: Genomics","2018","$959,400.00"
"Function and Clinical Utility of the HOXB13 Cofactors MEIS1 and MEIS2 in Prostate Cancer Progression","VANDER GRIEND, DONALD ","PC180414","W81XWH-19-1-0476","Institution: ILLINOIS, UNIVERSITY OF, AT CHICAGO","PCRP","Idea Expansion Award","Primary: Functional Study of Biological MoleculesSecondary: Tumor Suppressor Genes","2018","$569,494.00"
"Combinatorial Inhibition of MYC in Prostate Cancer","BALAJI, KETHANDAPATTI ","PC180430","W81XWH-19-1-0745","Institution: FLORIDA, UNIVERSITY OF","PCRP","Idea Development Award - Established Investigator","Primary: OncogenesSecondary: Targeted Therapies","2018","$914,931.00"
"A Novel Class of Galectin-1 Inhibitors for Prostate Cancer Therapy","LIU, RUIWU ","PC180437","W81XWH-19-1-0727","Institution: CALIFORNIA, UNIVERSITY OF, DAVIS","PCRP","Idea Development Award - Established Investigator","Primary: Chemotherapy/ PharmacotherapySecondary: Drug Resistance/Multi-Drug Resistance","2018","$915,156.00"
"Medical Adrenalectomy to Abrogate Ligand Production in Castration-Resistant Prostate Cancer","MOSTAGHEL, ELAHE ","PC180442","W81XWH-19-1-0809","Institution: SEATTLE INSTITUTE FOR BIOMEDICAL AND CLINICAL RESEARCH","PCRP","Idea Development Award - Established Investigator","Primary: Mechanism of Hormone ActionSecondary: Drug Resistance/Multi-Drug Resistance","2018","$792,600.00"
"Investigating the Genomic Evolution of Metastatic Castration-Resistant Prostate Cancer","FENG, FELIX ","PC180448","W81XWH-19-1-0682","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","PCRP","Idea Development Award - Established Investigator","Primary: Clinical BiomarkersSecondary: Drug Resistance/Multi-Drug Resistance","2018","$967,500.00"
"Hereditary X-Linked Tumor Suppressor Escapes Immune Control in Prostate Cancer","ENG, KEVIN ","PC180449","W81XWH-19-1-0397","Institution: HEALTH RESEARCH INC., ROSWELL PARK DIVISION","PCRP","Idea Development Award - New Investigator Option","Primary: Familial and Hereditary Disorders","2018","$740,298.00"
"Single Cell Heterogeneity of BRCA Reversion Mutations in CRPC","LANG, JOSHUA M","PC180469","W81XWH-19-1-0164","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Idea Development Award - Established Investigator","Primary: Clinical BiomarkersSecondary: DNA Damage and Repair","2018","$851,750.00"
"The Role of A-to-I RNA Editing in Advanced Prostate Cancer","CAO, QI ","PC180507","W81XWH-19-1-0563","Institution: NORTHWESTERN UNIVERSITY, CHICAGO, ILLINOIS","PCRP","Idea Development Award - Established Investigator","Primary: Translation and ModificationSecondary: Progression","2018","$866,677.00"
"Identification and Characterization of Novel Targetable Mechanisms Associated with Homologous Recombination Repair Defects in mCRPC Patients","KANTOFF, PHILIP W","PC180533","W81XWH-19-1-0470","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Idea Development Award - Established Investigator","Primary: DNA Damage and RepairSecondary: Targeted Therapies","2018","$1,076,301.00"
"A Novel Regulator for the Exit of Bone-Resident Prostate Cancer Cells from Dormancy","KIM, HYEONG-REH C","PC180535","W81XWH-19-1-0368","Institution: WAYNE STATE UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: MetastasisSecondary: Tumor Suppressor Genes","2018","$924,000.00"
"Therapeutic Targeting of a Master Regulator of Androgen Receptor-Indifferent Prostate Cancer","FREEMAN, MICHAEL ","PC180541","W81XWH-19-1-0523","Institution: CEDARS-SINAI MEDICAL CENTER","PCRP","Idea Development Award - Established Investigator","Primary: TranscriptionSecondary: Clinical Biomarkers","2018","$819,100.00"
"Targeting Neuroendocrine Prostate Cancer with Small-Molecule Drug Conjugates","RAJ, GANESH V","PC180542","W81XWH-19-1-0363","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","PCRP","Idea Development Award - Established Investigator","Primary: Drug DevelopmentSecondary: Targeted Therapies","2018","$971,902.00"
"Exploiting Recurrent Chromatin Modifier Mutations for Prostate Cancer Targeted Therapy","NYQUIST, MICHAEL D","PC180550","W81XWH-19-1-0383","Institution: FRED HUTCHINSON CANCER RESEARCH CENTER","PCRP","Idea Development Award - New Investigator Option","Primary: Drug Resistance/Multi-Drug ResistanceSecondary: Genomic Instability","2018","$1,055,795.00"
"PSMA PET as a Biomarker for PI3K Signaling Axis in PTEN-Deficient Prostate Cancer","PILLARSETTY, NAGAVARAKISHORE ","PC180554","W81XWH-19-1-0536","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Idea Development Award - Established Investigator","Primary: Nuclear Medicine ImagingSecondary: Biomarkers","2018","$1,063,622.00"
"Lipid Elongation via ELOVL5: A Novel Target for Advanced Prostate Cancer","LODA, MASSIMO ","PC180582","W81XWH-19-1-0566","Institution: NEW YORK - PRESBYTERIAN","PCRP","Idea Development Award - Established Investigator","Primary: MetabolismSecondary: Progression","2018","$736,817.00"
"Targeting Glutaminase Isoforms for Therapy-Resistant Prostate Cancer","HUANG, JIAOTI ","PC180587","W81XWH-19-1-0411","Institution: DUKE UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: MetabolismSecondary: Drug Resistance/Multi-Drug Resistance","2018","$965,725.00"
"Unraveling Tumor Microenvironment Heterogeneity in Advanced Prostate Cancer","PITCHIAYA, SETHURAMASUNDARAM ","PC180597","W81XWH-19-1-0424","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Idea Development Award - New Investigator Option","Primary: Tumor HeterogeneitySecondary: Progression","2018","$936,000.00"
"Targeting Rb Loss Using BET Inhibition to Reprogram the Prostate Tumor Microenvironment and Enhance the Efficacy of Immunotherapy","OLSON, BRIAN M","PC180599","W81XWH-19-1-0840","Institution: EMORY UNIVERSITY","PCRP","Idea Development Award - New Investigator Option","Primary: Tumor ImmunologySecondary: Immunotherapies","2018","$600,000.00"
"Genomic Determinants of Aggressive Prostate Cancer in Obese Men","AWADALLA, PHILIP ","PC180603","W81XWH-19-1-0801","Institution: ONTARIO INSTITUTE FOR CANCER RESEARCH","PCRP","Idea Development Award - Established Investigator","Primary: GenomicsSecondary: Clinical Biomarkers","2018","$599,697.00"
"Peer-Based Intervention for Genetic Evaluation for Prostate Cancer Among African American Men: The Peer Genetic Study Award","GIRI, VEDA ","PC180624","W81XWH-19-1-0399","Institution: THOMAS JEFFERSON UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Communication and EducationSecondary: Genetic Risk","2018","$927,572.00"
"Novel Immunotherapy Combinations Against Castration-Resistant Prostate Cancer","SHIH, TSUNG C","PC180626","W81XWH-19-1-0532","Institution: CALIFORNIA, UNIVERSITY OF, DAVIS","PCRP","Idea Development Award - New Investigator Option","Primary: Tumor ImmunologySecondary: Drug Development","2018","$941,645.00"
"Innate Immune Signaling Induced by Androgens: Implications in Tumor Response to Bipolar Androgen Therapy","KACHHAP, SUSHANT ","PC180630","W81XWH-19-1-0724","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: DNA Damage and RepairSecondary: Tumor Immunology","2018","$982,500.00"
"Long-Term Outcomes of Localized Prostate Cancer Survivors","CHEN, RONALD ","PC180633","W81XWH-19-1-0512","Institution: KANSAS, UNIVERSITY OF, MEDICAL CENTER RESEARCH INSTITUTE, INC.","PCRP","Idea Development Award - Established Investigator","Primary: Quality of LifeSecondary: Not Otherwise Specified","2018","$927,792.00"
"Transferrin Receptor Identifies a Comprehensive Pool of Circulating Tumor Cells with Unique Molecular Features from Metastatic Prostate Cancer Patients","GIANNAKAKOU, PARASKEVI ","PC180637","W81XWH-19-1-0666","Institution: JOAN AND SANFORD I WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY","PCRP","Idea Development Award - Established Investigator","Primary: Drug Resistance/Multi-Drug ResistanceSecondary: Clinical Biomarkers","2018","$930,125.00"
"Role of Androgen Deprivation-Induced Glutamine in Prostate Cancer Metastatic Progression","BHOWMICK, NEIL ","PC180661","W81XWH-19-1-0388","Institution: CEDARS-SINAI MEDICAL CENTER","PCRP","Idea Development Award - Established Investigator","Primary: Signal TransductionSecondary: Metastasis","2018","$1,020,000.00"
"3D Light-Sheet Microscopy: Identification and Molecular Characterization of Prostate Carcinoma with De Novo Resistant to Total Androgen Ablative Therapy","REDER, NICHOLAS ","PC180686","W81XWH-19-1-0589","Institution: WASHINGTON, UNIVERSITY OF","PCRP","Physician Research Award","Primary: Fluorescence ImagingSecondary: Device Validation","2018","$1,070,018.00"
"Androgen Deprivation Therapy Resistance, Fatty Acid Oxidation, and the Role of Beta Hydroxybutyrate","ROHENA-RIVERA, KRIZIA ","PC180698","W81XWH-19-1-0387","Institution: CEDARS-SINAI MEDICAL CENTER","PCRP","Early Investigator Research Award","Primary: MetabolismSecondary: Stromal-Epithelial Interactions","2018","$339,425.00"
"Targeting WNT5A-Mediated Therapy Resistance Mechanisms and Tumor Genomic Heterogeneity in Lethal Bone-Metastatic Prostate Cancer","JAMIESON, CHRISTINA A","PC180705","W81XWH-19-1-0672","Institution: CALIFORNIA, UNIVERSITY OF, SAN DIEGO","PCRP","Impact Award","Primary: Targeted TherapiesSecondary: Metastasis","2018","$1,096,167.00"
"Treatment of Prostate Cancer Using Targeted Radionuclide Therapy (TRT) with Tumor-Specific T-Cell Activation","MCNEEL, DOUGLAS G","PC180711","W81XWH-19-1-0227","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Impact Award","Primary: Tumor ImmunologySecondary: Radiotherapy","2018","$1,147,476.00"
"Development of Molecular Chaperone Inhibitors for (Re)Sensitization of CRPC to Enzalutamide and Abiraterone and to Synergize with Metabolic Inhibitors","NECKERS, LEONARD ","PC180716","W81XWH-19-1-0716","Institution: NATIONAL CANCER INSTITUTE","PCRP","Impact Award","Primary: Targeted TherapiesSecondary: Hormone Receptors","2018","$831,643.00"
"Clinical Translation of Hyperpolarized 13C Interstitial pH Imaging for Better Risk Stratification of Prostate Cancer","FLAVELL, ROBERT R","PC180733","W81XWH-19-1-0866","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","PCRP","Impact Award","Primary: Magnetic Resonance ImagingSecondary: Progression","2018","$1,206,283.00"
"Dual-Function CpG-STAT3 Antisense Oligonucleotides for Immunotherapy of Metastatic Prostate Cancer","KORTYLEWSKI, MARCIN T","PC180747","W81XWH-19-1-0852","Institution: CITY OF HOPE BECKMAN RESEARCH INSTITUTE","PCRP","Impact Award","Primary: ImmunotherapiesSecondary: Pharmacology","2018","$1,320,000.00"
"A Phase 2 Trial of Combined Lutetium-PSMA Theranostics and Docetaxel in Newly Diagnosed Metastatic Hormone-Naïve Prostate Cancer","HOFMAN, MICHAEL ","PC180765","W81XWH-19-1-0651","Institution: MELBOURNE, UNIVERSITY OF","PCRP","Impact Award - Clinical Trial","Primary: Targeted TherapiesSecondary: Radiotherapy","2018","$821,790.00"
"Clinical-Grade Tumor and Longitudinal Cell-Free DNA/RNA Molecular Profiling to Optimize Treatment in Lethal Noncastrate Prostate Cancer","SCHER, HOWARD ","PC180797","W81XWH-19-1-0449","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Impact Award","Primary: Clinical BiomarkersSecondary: Genomics","2018","$1,345,235.00"
"Understanding Antitumor T Cell Immunity in High-Risk Localized Prostate Cancer After Neoadjuvant Treatment with an Antibody Targeting the B7-H3 Checkpoint","SHENDEROV, EUGENE ","PC180806","W81XWH-19-1-0511","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Physician Research Award","Primary: ImmunotherapiesSecondary: Tumor Immunology","2018","$1,220,281.00"
"Genetic and Genomic Determinants of Homologous Recombination Repair Deficiency as Treatment Selection Markers for Lethal Prostate Cancer","LUO, JUN ","PC180810","W81XWH-19-1-0686","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Impact Award","Primary: Clinical BiomarkersSecondary: DNA Damage and Repair","2018","$1,228,125.00"
"Combination of Targeted Radionuclide Therapy and Immunotherapy for the Treatment of Castration-Resistant Prostate Cancer","HERNANDEZ, REINIER ","PC180832","W81XWH-19-1-0285","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Early Investigator Research Award","Primary: RadiotherapySecondary: Immunotherapies","2018","$304,658.00"
"Elucidating the Mechanism of RET Kinase Activity in Neuroendocrine Prostate Cancer","VANDEUSEN, HALENA ","PC180835","W81XWH-19-1-0173","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","PCRP","Early Investigator Research Award","Primary: Signal TransductionSecondary: Progression","2018","$308,000.00"
"The Longitudinal Impact of Treatment on Cognitive Function in Men with Advanced Prostate Cancer","PERNAR, CLAIRE H","PC180840","W81XWH-19-1-0412","Institution: HARVARD T. H. CHAN SCHOOL OF PUBLIC HEALTH PRESIDENT AND FELLOWS OF HARVARD COLLEGE","PCRP","Early Investigator Research Award","Primary: Quality of LifeSecondary: Cognitive Performance","2018","$224,965.00"
"Characterizing the Prostate Cancer-Suppressive Role of NCOA6 and Targeting Its Deficiency-Activated Pathway for Treating Prostate Cancer","LIU, YONGHONG ","PC180841","W81XWH-19-1-0386","Institution: BAYLOR COLLEGE OF MEDICINE","PCRP","Early Investigator Research Award","Primary: Tumor Suppressor GenesSecondary: Transcription","2018","$317,000.00"
"CHD1-Deficiency Engenders a Distinct Epigenetic Profile in Castration-Resistant Prostate Cancer","GAWDZIK, JOSEPH ","PC180847","W81XWH-19-1-0245","Institution: WISCONSIN, UNIVERSITY OF, MADISON","PCRP","Early Investigator Research Award","Primary: TranscriptionSecondary: Clinical Biomarkers","2018","$288,282.00"
"Mechanisms of Glutamine Metabolism in Lethal Prostate Cancer Progression and Resistance to Androgen Signaling Blockade in the Metastatic Bony Microenvironment","GONG, JUN ","PC180852","W81XWH-19-1-0406","Institution: CEDARS-SINAI MEDICAL CENTER","PCRP","Physician Research Award","Primary: MetabolismSecondary: Drug Resistance/Multi-Drug Resistance","2018","$1,274,554.00"
"Predicting Response to Intense Neoadjuvant Androgen Deprivation Therapy Through Spatial Genomics and Imaging Heterogeneity","WILKINSON, SCOTT ","PC180854","W81XWH-19-1-0712","Performing Institution: NATIONAL CANCER INSTITUTEContracting Institution: THE GENEVA FOUNDATION","PCRP","Early Investigator Research Award","Primary: GenomicsSecondary: Drug Resistance/Multi-Drug Resistance","2018","$239,600.00"
"Identifying the Molecular Mechanisms of Prostate Tumorigenesis Associated with Multigenic 3p13-14 Locus Loss Using a Novel CRISPR-Organoid Platform","FENG, WEIRAN ","PC180869","W81XWH-19-1-0323","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","PCRP","Early Investigator Research Award","Primary: Tumor Suppressor GenesSecondary: Progression","2018","$359,200.00"
"Racial Disparities In Prostate Cancer: The Role of Periprostatic Adipose Tissue","GALVÁN, GLORIA C","PC180870","W81XWH-19-1-0395","Institution: CEDARS-SINAI MEDICAL CENTER","PCRP","Health Disparity Fellowship Award","Primary: InflammationSecondary: Genomics","2018","$336,582.00"
"Dynamics of Epigenetic Mechanisms in the Akt Signaling Pathway and Its Influences on Drug Response in Advanced Prostate Cancer","ADELAIYE-OGALA, REMI ","PC180871","W81XWH-19-1-0715","Performing Institution: NATIONAL CANCER INSTITUTEContracting Institution: THE GENEVA FOUNDATION","PCRP","Early Investigator Research Award","Primary: Signal TransductionSecondary: Targeted Therapies","2018","$239,600.00"
"Targeting the Androgen Receptor Splice Variant 7 in Castration-Resistant Prostate Cancer","LEE, IRENE I","PC180877","W81XWH-19-1-0296","Institution: DANA-FARBER CANCER INSTITUTE","PCRP","Early Investigator Research Award","Primary: TranscriptionSecondary: Targeted Therapies","2018","$348,318.00"
"Concurrent Administration of Bipolar Androgen Therapy and Nivolumab in Men with Metastatic Castration-Resistant Prostate Cancer (COMBAT-CRPC)","MARKOWSKI, MARK ","PC180883","W81XWH-19-1-0692","Institution: JOHNS HOPKINS UNIVERSITY","PCRP","Physician Research Award","Primary: ImmunotherapiesSecondary: Mechanism of Hormone Action","2018","$1,228,124.00"
"Ferroptosis Induction Is a Novel Therapeutic Strategy for Advanced Prostate Cancer","GHOOCHANI, ALI ","PC180884","W81XWH-19-1-0333","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","PCRP","Early Investigator Research Award","Primary: Targeted TherapiesSecondary: Apoptosis","2018","$313,800.00"
"Intratumoral Heterogeneity of Aggressive Molecular Biomarkers in Lethal Primary Prostate Cancer","UDAGER, AARON ","PC180892","W81XWH-19-1-0407","Institution: MICHIGAN, UNIVERSITY OF","PCRP","Physician Research Award","Primary: BiomarkersSecondary: Tumor Heterogeneity","2018","$1,169,017.00"
