"Proposal Title","Principal Investigator","Proposal Number","Award Number","Institution","Program","Mechanism","Research Topic","Fiscal Year","Award Amount"
"Does Spinal Neurofibroma-Derived Pyrophosphate Contribute to NF1 Dystrophic Scoliosis?","ELEFTERIOU, FLORENT ","NF140019","W81XWH-15-1-0525","Institution: BAYLOR COLLEGE OF MEDICINE","NFRP","Exploration - Hypothesis Development Award","Primary: Not Otherwise SpecifiedSecondary: Signal Transduction","2014","$157,000.00"
"Characterizing Myeloid Cell Activation in NF1 Vasculopathy","STANSFIELD, BRIAN K","NF140031","W81XWH-15-1-0228","Institution: AUGUSTA UNIVERSITY RESEARCH INSTITUTE, INC.","NFRP","New Investigator Award","Primary: InflammationSecondary: Signal Transduction","2014","$607,643.33"
"Multimodal Intervention Trial for Cognitive Deficits in Neurofibromatosis Type 1: Efficacy of Computerized Cognitive Training and Stimulant Medication","HARDY, KRISTINA ","NF140033","W81XWH-15-1-0508","Performing Institution: CHILDREN'S RESEARCH INSTITUTE AT CNMC","NFRP","Clinical Trial Award","Primary: Cognitive PerformanceSecondary: Behavioral / Cognitive / Psychological Therapies","2014","$1,286,818.00"
"Identifying Neurofibromin-Specific Regulatory Nodes for Therapeutic Targeting in NF1","MCCORMICK, FRANK P","NF140038","W81XWH-15-1-0425","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","NFRP","Investigator-Initiated Research Award","Primary: Signal TransductionSecondary: Functional Study of Biological Molecules","2014","$831,882.07"
"Mechanism and Function of the Interactions of the Tumor Suppressor Merlin with Key Binding Partners in Neurofibromatosis II","IZARD, TINA ","NF140039","W81XWH-15-1-0146","Institution: SCRIPPS RESEARCH INSTITUTE, FLORIDA","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Structural Chemistry / Structural BiologySecondary: Signal Transduction","2014","$1,086,597.00"
"Modeling NF2 Tumors for Drug Screening Using Induced Pluripotent Stem Cells","TEMPLE, SALLY ","NF140040","W81XWH-15-1-0152","Institution: REGENERATIVE RESEARCH FOUNDATION","NFRP","New Investigator Award","Primary: Not Otherwise SpecifiedSecondary: Functional Study of Biological Molecules","2014","$674,211.00"
"In Vivo Validation of High-Throughput Drug Screen Results for NF2","FERNANDEZ-VALLE, CRISTINA ","NF140044","W81XWH-15-1-0446","Institution: CENTRAL FLORIDA, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Targeted TherapiesSecondary: Pharmacology","2014","$777,059.00"
"The Emergence of Autism and Atypical Social Functioning in Children with Neurofibromatosis Type 1: From Toddlerhood to Early Adolescence","NORTH, KATHRYN ","NF140051","W81XWH-15-1-0619","Institution: MURDOCH CHILDREN'S RESEARCH INSTITUTE","NFRP","Investigator-Initiated Research Award","Primary: Cognitive PerformanceSecondary: Basic Behavioral","2014","$669,542.00"
"Investigating the Basis of Defective Morphogenesis in Mouse Models of NF2","MCNEILL, HELEN ","NF140053","W81XWH-15-1-0461","Institution: MOUNT SINAI HOSPITAL, SAMUEL LUNENFELD RESEARCH INSTITUTE","NFRP","Investigator-Initiated Research Award","Primary: Cellular DevelopmentSecondary: Signal Transduction","2014","$524,997.00"
"Novel Therapeutic Development of NF1-Associated Malignant Peripheral Nerve Sheath Tumor (MPNST)","CHI, PING ","NF140062","W81XWH-15-1-0124","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","NFRP","New Investigator Award","Primary: Clinical BiomarkersSecondary: Drug Development","2014","$702,989.04"
"Role of Snf5 Mutations in Schwannomatosis Pain","SHERMAN, LAWRENCE S","NF140064","W81XWH-15-1-0592","Institution: OREGON HEALTH AND SCIENCE UNIVERSITY","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Not Otherwise SpecifiedSecondary: Not Otherwise Specified","2014","$866,036.00"
"Discovery of Drug Combinations for the Treatment of Neurofibromatosis Tumors","FERRER, MARC ","NF140069","MIPR0010749481","Institution: NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES ","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Drug DevelopmentSecondary: Targeted Therapies","2014","$575,000.00"
"The Role of Neuronal Activity in NF1-Associated Optic Pathway Gliomagenesis","MONJE-DEISSEROTH, MICHELLE ","NF140075","W81XWH-15-1-0131","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","NFRP","New Investigator Award","Primary: Cellular DevelopmentSecondary: Growth Factors/Cytokines","2014","$611,313.00"
"Combinatorial Therapies for Neurofibroma and MPNST Treatment and Prevention","CARROLL, STEVEN L","NF140082","W81XWH-15-1-0193","Institution: MEDICAL UNIVERSITY OF SOUTH CAROLINA","NFRP","Investigator-Initiated Research Award","Primary: Targeted TherapiesSecondary: Chemotherapy","2014","$784,876.00"
"Targeting the ECM to Enhance Drug Delivery in Nf1-Associated Nerve Sheath Tumors","LARGAESPADA, DAVID ","NF140089","W81XWH-15-1-0114","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Stromal-Epithelial InteractionsSecondary: Targeted Therapies","2014","$874,000.00"
"HSP90 Inhibitor Drug Conjugates (HDCs): A Novel Drug Delivery Strategy to Selectively Target NF2 Tumor Cells","VITTE, JEREMIE ","NF140104","W81XWH-15-1-0172","Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","NFRP","Exploration - Hypothesis Development Award","Primary: Targeted TherapiesSecondary: Drug Development","2014","$153,999.00"
"Role of Exosomes and Endoglin in Neurofibromatosis Progression","PEINADO SELGAS, HECTOR ","NF150014","W81XWH-16-1-0131","Institution: FUNDACIÓN CENTRO NACIONAL DE INVESTIGACIONES ONCOLÓGICAS","NFRP","New Investigator Award","Primary: ProgressionSecondary: Biomarkers","2015","$463,862.00"
"An Engineered Coculture System for NF1 Neurofibromas","SUNDARARAGHAVAN, HARINI G","NF150024","W81XWH-16-1-0102","Institution: WAYNE STATE UNIVERSITY","NFRP","New Investigator Award","Primary: Not Otherwise SpecifiedSecondary: Chemotherapy","2015","$665,370.00"
"Targeting Heat Shock Factor 1 (HSF1) in NF1-Associated Neoplasms","DAI, CHENGKAI ","NF150028","W81XWH-16-1-0487","Performing Institution: NATIONAL CANCER INSTITUTEContracting Institution: THE GENEVA FOUNDATION","NFRP","Investigator-Initiated Research Award","Primary: OncogenesSecondary: Signal Transduction","2015","$916,588.00"
"Immunotherapy for NF2 Vestibular Schwannomas","XU, LEI ","NF150030","W81XWH-16-1-0219","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","New Investigator Award","Primary: ImmunotherapiesSecondary: Anti-angiogenics","2015","$722,625.00"
"Characterization of a Novel Mechanism of Merlin-Associated Post-Transcriptional Gene Regulation","HUGHES, SARAH C","NF150036","W81XWH-16-1-0111","Institution: ALBERTA, UNIVERSITY OF","NFRP","Exploration - Hypothesis Development Award","Primary: Translation and ModificationSecondary: Signal Transduction","2015","$99,735.00"
"Characterization of Alternative Predisposition Loci for Schwannomatosis in SMARCB1/LZTR1-Negative Cases","MESSIAEN, LUDWINE M","NF150038","W81XWH-16-1-0105","Institution: ALABAMA, UNIVERSITY OF, AT BIRMINGHAM","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: GenomicsSecondary: Transcription","2015","$647,894.00"
"NF1 Neuronal Genotype-Phenotype Relationships","WALKER, JAMES A","NF150040","W81XWH-16-1-0220","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research Award","Primary: Tumor Suppressor GenesSecondary: Genomics","2015","$897,087.00"
"Quantification of GABA in Children with Neurofibromatosis Type 1 Using Magnetic Resonance Spectroscopy: A Cognitive Biomarker?","PAYNE, JONATHAN ","NF150042","W81XWH-16-1-0408","Institution: MURDOCH CHILDREN'S RESEARCH INSTITUTE","NFRP","Exploration - Hypothesis Development Award","Primary: Magnetic Resonance ImagingSecondary: Basic Behavioral","2015","$107,977.00"
"Investigating cAMP Modulation and Screening Bioactive Compounds as Therapeutic Options to Improve the Attention-Based Learning Deficiency in NF1","WOLMAN, MARC ","NF150050","W81XWH-16-1-0091","Institution: WISCONSIN, UNIVERSITY OF, MADISON","NFRP","New Investigator Award","Primary: Signal TransductionSecondary: Chemotherapy","2015","$642,420.00"
"Therapeutic Targeting of Schwannoma Heterogeneity","GIOVANNINI, MARCO ","NF150051","W81XWH-16-1-0086","Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: ProgressionSecondary: Chemotherapy","2015","$749,960.00"
"Assessment of MEKK2 as a Novel Therapeutic Target in Neurofibromatosis","GREENBLATT, MATTHEW B","NF150055","W81XWH-16-1-0398","Institution: JOAN AND SANFORD I WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: Signal TransductionSecondary: Tumor Suppressor Genes","2015","$169,500.00"
"Phase 2 Study of AZD2014, a Dual mTORC1/mTORC1 Inhibitor, for NF2 Patients with Progressive or Symptomatic Meningiomas","PLOTKIN, SCOTT R","NF150056","W81XWH-16-1-0103","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Clinical Trial Award","Primary: ChemotherapySecondary: Clinical Biomarkers","2015","$1,121,983.00"
"Therapeutic Targeting of Centrosome Abnormalities in NF2-Mutant Tumors","MCCLATCHEY, ANDREA ","NF150069","W81XWH-16-1-0222","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Cellular StructureSecondary: Chemotherapy","2015","$819,240.00"
"Parallels between Nerve Scar Formation and Neurofibroma Development: The Contributions of Fibroblasts","LE, LU ","NF150070","W81XWH-16-1-0089","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","NFRP","Exploration - Hypothesis Development Award","Primary: Tumor HeterogeneitySecondary: Signal Transduction","2015","$161,895.00"
"Using High-Precision Signaling Activity Imaging to Personalize Ras Pathway Inhibition Strategies in Neurofibromatosis","ALBECK, JOHN G","NF150076","W81XWH-16-1-0085","Institution: CALIFORNIA, UNIVERSITY OF, DAVIS","NFRP","New Investigator Award","Primary: Signal TransductionSecondary: Chemotherapy","2015","$706,437.00"
"Identification of Highly Active Drug Combinations for the Therapy of NF1-Associated Malignant Peripheral Nerve Sheath Tumors Using the Zebrafish Model","LOOK, A. THOMAS ","NF150077","W81XWH-16-1-0093","Institution: DANA-FARBER CANCER INSTITUTE","NFRP","Investigator-Initiated Research Award","Primary: ChemotherapySecondary: Tumor Suppressor Genes","2015","$918,750.00"
"The NUP98 Gene as a Potential Modifier of NF2-Associated Tumors","CHANG, LONG-SHENG ","NF150080","W81XWH-16-1-0104","Institution: RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL","NFRP","Exploration - Hypothesis Development Award","Primary: GenomicsSecondary: Clinical Biomarkers","2015","$149,500.00"
"Molecular Mechanisms and Therapeutics Development for Social and Communication Learning Deficits in NF1","SHEKHAR, ANANTHA ","NF150083","W81XWH-16-1-0366","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Signal TransductionSecondary: Chemotherapy","2015","$896,999.00"
"Using NF1 Patient-Derived Induced Pluripotent Stem Cells to Investigate Mechanisms Underlying Cognitive Impairments","SONG, HONGJUN ","NF150085","W81XWH-16-1-0080","Institution: JOHNS HOPKINS UNIVERSITY","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Cellular DevelopmentSecondary: Cell Lines","2015","$867,254.00"
"Functional Heterogeneity in MPNSTs and Plexiform Neurofibromas","PARADA, LUIS ","NF150086","W81XWH-16-1-0186","Institution: SLOAN KETTERING INSTITUTE FOR CANCER RESEARCH","NFRP","Investigator-Initiated Research Award","Primary: Cancer Stem CellsSecondary: Progression","2015","$879,172.00"
"Accelerated Clinical Development of Rational Therapies for Malignant Peripheral Nerve Sheath Tumors","KIM, AERANG ","NF150092","W81XWH-17-1-0695","Performing Institution: CHILDREN'S RESEARCH INSTITUTE AT CNMCContracting Institution: SARCOMA ALLIANCE FOR RESEARCH THROUGH COLLABORATION (SARC)","NFRP","Clinical Trial Award","Primary: ChemotherapySecondary: Clinical Biomarkers","2016","$1,021,259.00"
"Exploiting Frequent Alterations in Polycomb Repressive Complex 2 in MPNSTs for Translational Benefit","BETTEGOWDA, CHETAN ","NF150102","W81XWH-16-1-0078","Institution: JOHNS HOPKINS UNIVERSITY","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Clinical BiomarkersSecondary: Genomics","2015","$926,524.00"
"Neurofibromatosis Clinical Consortium Award","KORF, BRUCE R","NF160012","W81XWH-17-2-0037","Institution: ALABAMA, UNIVERSITY OF, AT BIRMINGHAM","NFRP","Clinical Consortium Award","Primary: Not Otherwise SpecifiedSecondary: Centers, Clinical Centers, or Consortia","2016","$9,000,000.00"
"Characterization of EZH2s Pro-Oncogenic Activity as a Transcriptional Modulator in NF1-Associated MPNST","TORRES, KEILA E","NF160026","W81XWH-17-1-0219","Institution: M.D. ANDERSON CANCER CENTER, UNIVERSITY OF TEXAS","NFRP","Investigator-Initiated Research Award","Primary: TranscriptionSecondary: Chemotherapy","2016","$918,582.00"
"Resiliency Training for Adults with NF1, NF2, and Schwannomatosis: A Randomized Controlled Trial via Live Video","VRANCEANU, ANA-MARIA ","NF160027","W81XWH-17-1-0121","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Clinical Trial Award","Primary: Quality of LifeSecondary: Telemedicine","2016","$1,335,614.00"
"Pharmacological Alk Inhibition to Mitigate Behavioral Changes and Cognitive Injury in Adolescent and Adult NF1 Mutant Mice","RABER, JACOB ","NF160033","W81XWH-17-1-0193","Institution: OREGON HEALTH AND SCIENCE UNIVERSITY","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: ChemotherapySecondary: Neural Circuits","2016","$808,500.00"
"Defining Molecular and Developmental Pathogenesis of Schwann Cell Tumors to Identify Therapeutic Targets","LE, LU ","NF160045","W81XWH-17-1-0148","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","NFRP","Investigator-Initiated Research Award","Primary: Signal TransductionSecondary: Tumor Suppressor Genes","2016","$850,500.00"
"Filamin A Contribution to NF1 Social Deficits","BORDEY, ANGELIQUE ","NF160050","W81XWH-17-1-0453","Institution: YALE UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: Neural CircuitsSecondary: Cellular Structure","2016","$167,422.00"
"Prospective, Randomized, Placebo-Controlled Phase 2 Trial of Aspirin for Vestibular Schwannomas","STANKOVIC, KONSTANTINA ","NF160065","W81XWH-17-1-0644","Institution: MASSACHUSETTS EYE AND EAR INFIRMARY","NFRP","Clinical Trial Award","Primary: ChemotherapySecondary: Clinical Biomarkers","2016","$1,493,355.00"
"Schwann Cell Interactions with the Neurofibroma Microenvironment","RATNER, NANCY ","NF160071","W81XWH-17-1-0289","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Tumor ImmunologySecondary: Signal Transduction","2016","$897,001.00"
"Nitrated Proteins as a Target for Drug Development in Neurofibromatosis Type 2","FRANCO, MARIA CLARA ","NF160072","W81XWH-17-1-0409","Institution: OREGON STATE UNIVERSITY","NFRP","New Investigator Award","Primary: MetabolismSecondary: Signal Transduction","2016","$653,252.00"
"Environmental and Nutritional Risk Factors for Nf1-Related Tumors","MARCOTTE, ERIN L","NF160074","W81XWH-17-1-0633","Institution: MINNESOTA, UNIVERSITY OF, TWIN CITIES","NFRP","New Investigator Award","Primary: NutritionSecondary: Not Otherwise Specified","2016","$681,586.00"
"Identification of Novel Signaling Pathways in NF2","HENNIGAN, ROBERT ","NF160078","W81XWH-17-1-0152","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Exploration - Hypothesis Development Award","Primary: Cell AdhesionSecondary: Signal Transduction","2016","$156,000.00"
"The Role of ATRX/DAXX Loss in NF1-Associated Solid Malignancies","RODRIGUEZ, FAUSTO ","NF170019","W81XWH-18-1-0496","Institution: JOHNS HOPKINS UNIVERSITY","NFRP","Investigator-Initiated Research Award","Primary: ProgressionSecondary: Drug Development","2017","$859,688.00"
"Neurofibromin 2 controls tumor growth via its dynamic structural states","IZARD, TINA ","NF170031","W81XWH-18-1-0451","Institution: SCRIPPS RESEARCH INSTITUTE","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Signal TransductionSecondary: Structural Chemistry / Structural Biology","2017","$997,501.00"
"Testing a Novel Therapy to Treat NF1-Related Skeletal Defects","RIOS, JONATHAN ","NF170033","W81XWH-18-1-0817","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","NFRP","Exploration - Hypothesis Development Award","Primary: Biologics","2017","$111,512.00"
"Brigatinib and Its Combination with INK-128 as a Novel Treatment for NF2-Deficient Meningiomas","CHANG, LONG-SHENG ","NF170034","W81XWH-18-1-0547","Institution: RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Chemotherapy/ PharmacotherapySecondary: Signal Transduction","2017","$705,603.00"
"Metabolic Vulnerabilities in NF1-Mutant Tumors","NAKAMURA, JEAN L","NF170039","W81XWH-18-1-0287","Institution: CALIFORNIA, UNIVERSITY OF, SAN FRANCISCO","NFRP","Exploration - Hypothesis Development Award","Primary: MetabolismSecondary: Genomics","2017","$158,500.00"
"SIRT5, A Novel Therapeutic Target for NF1-Associated MPNST","LOMBARD, DAVID ","NF170044","W81XWH-18-1-0567","Institution: MICHIGAN, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Drug DevelopmentSecondary: Structural Chemistry / Structural Biology","2017","$897,000.00"
"Targeted Therapeutics for NF2 in a Preclinical Model","CLAPP, D. W","NF170058","W81XWH-18-1-0553","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Chemotherapy/ PharmacotherapySecondary: Pharmacology","2017","$905,626.00"
"Adenosine A2A Receptor Antagonism Affords Integrated Benefits for Neurological Symptoms of Neurofibromatosis Type I","CUNHA, RODRIGO A","NF170062","W81XWH-18-1-0532","Institution: CENTRE FOR NEUROSCIENCE AND CELL BIOLOGY (CNC)","NFRP","Exploration - Hypothesis Development Award","Primary: Chemotherapy/ PharmacotherapySecondary: Cognitive Performance","2017","$114,168.00"
"Development of a Novel Immunotherapeutic Herpes Simplex Virus for MPNST","CHEN, CHUN-YU ","NF170064","W81XWH-18-1-0324","Institution: RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL","NFRP","Exploration - Hypothesis Development Award","Primary: ImmunotherapiesSecondary: Tumor Immunology","2017","$152,000.00"
"Mechanisms of NF1+/- Myeloid Cell Function in MPNSTs","DODD, REBECCA D","NF170067","W81XWH-18-1-0174","Institution: IOWA, UNIVERSITY OF","NFRP","New Investigator Award - Early-Stage Investigator","Primary: Tumor ImmunologySecondary: Stromal-Epithelial Interactions","2017","$682,103.00"
"Cancer Stem Cells in MPNST: A Translational Concept?","FARASSATI, FARIS ","NF170071","W81XWH-18-1-0569","Institution: MIDWEST BIOMEDICAL RESEARCH FOUNDATION","NFRP","Exploration - Hypothesis Development Award","Primary: Targeted Therapies","2017","$126,400.00"
"Identification and Characterization of a Novel Posttranslational Modification of Merlin in Tumor Suppression","LI, WEI ","NF170073","W81XWH-18-1-0209","Institution: PENNSYLVANIA STATE UNIVERSITY, MILTON S. HERSHEY MEDICAL CENTER","NFRP","New Investigator Award - Early-Stage Investigator","Primary: Signal TransductionSecondary: Tumor Suppressor Genes","2017","$689,848.00"
"Developing New Therapeutic Strategies for Malignant Peripheral Nerve Sheath Tumor By Interrupting Immunologic Tolerance","CRIPE, TIMOTHY P","NF170075","W81XWH-18-1-0546","Institution: RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: ImmunotherapiesSecondary: Tumor Immunology","2017","$874,000.00"
"Gene Replacement Therapy for Neurofibromatosis 1-Related Tumors with AAV Virus","BAI, RENYUAN ","NF170082","W81XWH-18-1-0236","Institution: JOHNS HOPKINS UNIVERSITY","NFRP","New Investigator Award - Early-Stage Investigator","Primary: Gene Therapy (Includes Vector Development)","2017","$736,875.00"
"Development of Therapeutic Strategies for NF1-Associated Optic Pathway Glioma","ZHU, YUAN ","NF170083","W81XWH-18-1-0685","Institution: CHILDREN'S RESEARCH INSTITUTE AT CNMC","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: ProgressionSecondary: Chemotherapy/ Pharmacotherapy","2017","$994,622.00"
"Genetic Dissection of the Role of Smarcb1, Lztr1, and Nf2 Inactivation in Schwannomatosis-Related Tumorigenesis and Neuropathic Pain","GIOVANNINI, MARCO ","NF170084","W81XWH-18-1-0776","Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Tumor Suppressor GenesSecondary: Pain","2017","$819,000.00"
"Protein Fingerprinting in Cochlear Fluids of NF2 Mouse Models with Hearing Loss for Prognostic Biomarker Identification","VITTE, JEREMIE ","NF170086","W81XWH-18-1-0622","Institution: CALIFORNIA, UNIVERSITY OF, LOS ANGELES","NFRP","Exploration - Hypothesis Development Award","Primary: BiomarkersSecondary: Neurodegeneration","2017","$156,000.00"
"Improving Hearing in NF2 Patient Who Use the Auditory Brainstem Implant (ABI)","LEE, DANIEL ","NF170090","W81XWH-18-1-0733","Institution: MASSACHUSETTS EYE AND EAR INFIRMARY","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Device DevelopmentSecondary: Surgery","2017","$890,972.00"
"Characterization of a Novel Humanized Mouse Model of Neurofibromatosis","BARNES, ANTHONY P","NF170096","W81XWH-18-1-0207","Institution: OREGON HEALTH AND SCIENCE UNIVERSITY","NFRP","Exploration - Hypothesis Development Award","Primary: Cellular DevelopmentSecondary: Signal Transduction","2017","$145,473.00"
"Attenuation of Tumorigenicity in Neurofibromatosis 1 Using Splice-Switching Oligonucleotides","SHANMUGANAYAGAM, DHANANSAYAN ","NF170101","W81XWH-18-1-0633","Institution: WISCONSIN, UNIVERSITY OF, MADISON","NFRP","Exploration - Hypothesis Development Award","Primary: Chemotherapy/ PharmacotherapySecondary: Tumor Suppressor Genes","2017","$140,252.00"
"Detecting Missing Heritability for Risk Stratification and Clinical Management of the Neurofibromatoses","SMITH, MIRIAM J","NF180020","W81XWH-19-1-0334","Institution: MANCHESTER, UNIVERSITY OF","NFRP","Investigator-Initiated Research Award","Primary: GenomicsSecondary: Tumor Suppressor Genes","2018","$523,556.00"
"Resiliency Training in Adolescents with NF1 and NF2: A Randomized Controlled Trial via Secure Live Video to Improve Emotional, Social, and Physical Health","VRANCEANU, ANA-MARIA ","NF180021","W81XWH-19-1-0184","Institution: MASSACHUSETTS GENERAL HOSPITAL","NFRP","Clinical Trial Award","Primary: Quality of LifeSecondary: Telemedicine","2018","$1,243,540.00"
"Defining the Role of Neuronal Activity on the Initiation and Growth of Neurofibromatosis Type 1 (NF1)-Associated Optic Glioma","PAN, YUAN ","NF180023","W81XWH-19-1-0260","Institution: LELAND STANFORD JUNIOR UNIVERSITY, THE","NFRP","Early Investigator Research Award","Primary: Neural CircuitsSecondary: Growth Factors/Cytokines","2018","$320,075.00"
"Using Administrative Health Data to Identify Patients with NF1 in Ontario, Canada, and to Assess Prevalence, Mortality, and Health Care Utilization Patterns","BARNETT-TAPIA, CAROLINA ","NF180027","W81XWH-19-1-0177","Institution: UNIVERSITY HEALTH NETWORK","NFRP","New Investigator Award - Early-Stage Investigator","Primary: Computer-aided DiagnosisSecondary: Bioinformatics","2018","$651,239.00"
"Deciphering the Role of NF1 in Schwann Cell Differentiation and Tumorigenesis Using Novel Models of Humanized Neurofibroma and MPNST","MO, JUAN ","NF180028","W81XWH-19-1-0687","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","NFRP","Early Investigator Research Award","Primary: Tumor Suppressor GenesSecondary: Progression","2018","$324,000.00"
"Understanding Molecular Mechanisms of NF1 Function and Regulation in the Nervous System","MARTEMYANOV, KIRILL A","NF180033","W81XWH-19-1-0570","Institution: SCRIPPS RESEARCH INSTITUTE","NFRP","Investigator-Initiated Research Award","Primary: Signal TransductionSecondary: Pain","2018","$971,244.00"
"The NF1 Microenvironment: Friend or Foe?","BROSSEAU, JEAN-PHILIPPE ","NF180034","W81XWH-19-1-0238","Institution: TEXAS, UNIVERSITY OF, SOUTHWESTERN MEDICAL CENTER AT DALLAS","NFRP","Early Investigator Research Award","Primary: ProgressionSecondary: Tumor Immunology","2018","$324,000.00"
"Structural Insights into the Binding of Neurofibromin 2 to the Plasma Membrane","IZARD, TINA ","NF180035","W81XWH-19-1-0418","Institution: SCRIPPS RESEARCH INSTITUTE","NFRP","Exploration - Hypothesis Development Award","Primary: Signal TransductionSecondary: Structural Chemistry / Structural Biology","2018","$185,000.00"
"Single Cell Analyses of NF1 Plexiform Neurofibroma and Atypical Neurofibroma in Human and in Mouse Models","RATNER, NANCY ","NF180043","W81XWH-19-1-0816","Institution: CHILDREN'S HOSPITAL, CINCINNATI","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: BiomarkersSecondary: Chemotherapy/ Pharmacotherapy","2018","$854,130.00"
"Exploring a Novel Signaling Node for Therapeutic Efficacy in MPNST","FISHEL, MELISSA L","NF180045","W81XWH-19-1-0217","Institution: INDIANA UNIVERSITY, INDIANAPOLIS","NFRP","Exploration - Hypothesis Development Award","Primary: Chemotherapy/ PharmacotherapySecondary: Signal Transduction","2018","$154,047.00"
"Prevalence, Nature, and Biopsychosocial Correlates of Sleep Disorders Among Children with Neurofibromatosis Type 1","PRIDE, NATALIE ","NF180054","W81XWH-19-1-0254","Institution: SYDNEY CHILDREN'S HOSPITALS NETWORK","NFRP","New Investigator Award - Early-Stage Investigator","Primary: Quality of LifeSecondary: Biological Epidemiology","2018","$471,197.00"
"Genomic and Epigenomic Characterization of NF1-Related Spectrum of Peripheral Nerve Sheath Tumors","ZADEH, GELAREH ","NF180056","W81XWH-19-1-0779","Institution: UNIVERSITY HEALTH NETWORK","NFRP","Investigator-Initiated Research Award","Primary: GenomicsSecondary: Transcription","2018","$824,141.00"
"MRI Volumetrics for Risk Stratification of Vision Loss in Optic Pathway Gliomas Secondary to NF1","AVERY, ROBERT ","NF180067","W81XWH-19-1-0376","Institution: CHILDREN'S HOSPITAL, PHILADELPHIA","NFRP","Investigator-Initiated Research Award - Optional Qualified Collaborator","Primary: Magnetic Resonance ImagingSecondary: Computer-aided Diagnosis","2018","$708,156.00"
"Characterization of the Biomechanical Heterogeneity of Neurofibromas and Malignant Peripheral Nerve Sheath Tumors","MILLS, KRISTEN L","NF180070","W81XWH-19-1-0856","Institution: RENSSELAER POLYTECHNIC INSTITUTE","NFRP","New Investigator Award - Early-Stage Investigator","Primary: ProgressionSecondary: Signal Transduction","2018","$630,417.00"
"Innovation in the Treatment of Persistent Pain in Adults with NF1: Implementation of the iCanCope Mobile Application","BUONO, FRANK ","NF180073","W81XWH-19-1-0618","Institution: YALE UNIVERSITY","NFRP","New Investigator Award - Early-Stage Investigator","Primary: PainSecondary: Medical App","2018","$508,744.00"
