"","Proposal Number","Publication"
"444","NF120032","Gutmann DH.  2014.  Eliminating barriers to precision medicine:  learning from neurofibromatosis type 1.  Neurology 83(5):463-471."
"445","NF120070","Walker JA, and Bernards A. 2014.  A Drosophila screen identifies neurofibromatosis-1 genetic modifiers involved in systemic and synaptic growth. Rare Dis 2:e28341."
"446","NF120078","Joiakim A, Mathieu PA, Boerner J, et al.  2016.  Epidermal growth factor receptor kinase inhibitors synergize with TCDD to induce CYP1A1/1A2 in human breast epithelial MCF10A cells.  Drug Metab Dispos 44(5):655-671."
"447","NF120081","Weiss JB, Weber S, Marzulla T, et al. 2017. Pharmacological inhibition of Anaplastic Lymphoma Kinase rescues spatial memory impairments in Neurofibromatosis 1 mutant mice.  Behav Brain Res. 332:337-342 pii: S0166-4328(17)30814-8."
"448","NF120085","Malone CF, Fromm JA, Maertens O, et al.  2014.  Defining key signaling nodes and therapeutic biomarkers in NF1-mutant cancers.  Cancer Discov 4(9):1062-1073."
"449","NF120085","Lock R, Ingraham R, Maertens O, et al.  2016.  Cotargeting MNK and MEK kinases induces the regression of NF1-mutant cancers.  J Clin Invest 126(6):2181-2190."
"450","NF130029","Liao CP, Pradhan S, Chen Z, et al.  2016.  The roles of nerve microenvironment for neurofibroma development.  Oncotarget 7(38):61500-61508."
"451","NF130030","Xie K, Colgan LA, Dao MT, et al.  2016.  NF1 is a direct G protein effector essential for opioid signaling to Ras in the striatum.  Current Biology 26:2992-3003."
"452","NF130061","Reimels TA, and Pfleger CM.  2015.  Drosophila Rabex-5 restricts Notch activity in hematopoietic cells and maintains hematopoietic homeostasis.  J Cell Sci 128:4512-4525."
"453","NF130061","Fagan JK, Dollar G, Lu Q, et al.  2014.  Combover/CG10732, a novel PCP effector for Drosophila wing hair formation.  PLoS One 9(9):e107311."
"454","NF130064","Summers MA, Rupasinghe T, Vasiljevski ER, et al. 2018. Dietary intervention rescues myopathy associated with neurofibromatosis type 1. Hum Mol Genet 27(4): 577-588. doi: 10.1093/hmg/ddx423."
"455","NF130064","Summers MA, Quinlan KG, Payne JM, et al.  2015.  Skeletal muscle and motor deficits in Neurofibromatosis Type 1. J Musculoskelet Neuronal Interact 15(2):161-70."
"456","NF130071","Cohen MA, Wert KJ, Goldmann J, et al.  2016.  Human neural crest cells contribute to coat pigmentation in interspecies chimeras after in utero injection into mouse embryos.  Proc Natl Acad Sci U S A.  113(6):1570-1575."
"457","NF130072","Ahmad I, Fernando A, Gurgel R, et al.  2015.  Merlin status regulates p75NTR expression and apoptotic signaling in Schwann cells following nerve injury.  Neurobiol Dis 82:114-122."
"458","NF130072","Cheng E and Hansen MR.  2016.  Schwannomas provide insight into the role of p75NTR and merlin in Schwann cells following nerve injury and during regeneration.  Neural Regen Res 11(1):73-74."
"459","NF130101","Dodd RD, Lee CL, Overton T, et al. 2017. NF1 +/- hematopoietic cells accelerate malignant peripheral nerve sheath tumor development without altering chemotherapy response. Cancer Res 77(16):4486-4497. doi: 10.1158/0008-5472.CAN-16-2643."
"460","NF130108","Chow HY, Dong B, Duron SG, et al.  2015.  Group I Paks as therapeutic targets in NF2-deficient meningioma.  Oncotarget 6(4):1981-1994."
"461","NF130120","Dilwali S, Kao SY, Fujita T, et al.  2015.  Nonsteroidal anti-inflammatory medications are cytostatic against human vestibular schwannomas.  Transl Res 166(1):1-11."
"462","NF130120","Landegger LD, Sagers JE, Dilwali S, et al. 2017. A unified methodological framework for vestibular schwannoma research. J Vis Exp. 2017 Jun 20;(124) PMID: 28654042  DOI: 10.3791/55827."
"463","NF130120","Kandathil C, Cunnane ME, Curtin H, et al.  2016.  Correlation between aspirin intake and reduced growth of human vestibular schwannoma: Volumetric analysis.  Otology and Neurotology 37(9):1428-1434."
"464","NF130120","Kim BG, Fujita T, Stankovic KM, et al.  2016.  Sulforaphane, a natural component of broccoli, inhibits vestibular schwannoma growth in vitro and in vivo.  Sci Reports 6:36215."
"465","NF130120","Soares VYR, Atai NA, Fujita T, et al.  2016.  Extracellular vesicles derived from human vestibular schwannomas associated with poor hearing damage cochlear cells.  Neuro-Oncology 18(11):1498-1507."
"466","NF130120","Dilwali S, Roberts D, and Stankovic KM.  2015.  Interplay between VEGF-A and cMET signaling in human vestibular schwannomas and schwann cells.  Cancer Biol Ther.  16(1):170-175."
"467","NF130120","Dilwali KS, Landegger LD, Soares VYR, et al.  2015.  Secreted factors from human vestibular schwannomas can cause cochlear damage.  Scientific Reports 5:18599."
"468","NF140031","Zhang H, Hudson FZ, Xu Z, et al. 2018. Neurofibromin Deficiency Induces Endothelial Cell Proliferation and Retinal Neovascularization. Invest Ophthalmol Vis Sci. 59(6): 2520-2528. doi: 10.1167/iovs.17-22588."
"469","NF140031","Bessler WK, Hudson FZ, Wang Y, et al.  2016.  Neurofibromin is a novel regulator of Ras-induced reactive oxygen species production in mice and humans. Free Radic Biology Med (97):212-222."
"470","NF140031","Bessler WK, Kim G, Hudson FZ, et al.  2016.  Nf1+/- Monocytes/Macrophages induced neointima formation via CCR2 activation.  Hum Mol Genet 25(6):1129-1139."
"471","NF140044","Fuse MA, Dinh CT, Vitte J, Kirkpatrick J, Mindos T, Plati SK, Young JI, Huang J, Carlstedt A, Franco MC, Brnjos K, Nagamoto J, Petrilli AM, Copik AJ, Soulakova JN, Bracho O, Yan D, Mittal R, Shen R, Telischi FF, Morrison H, Giovannini M, Liu XZ, Chang LS, Fernandez-Valle C. Preclinical assessment of MEK1/2 inhibitors for neurofibromatosis type 2-associated schwannomas reveals differences in efficacy and drug resistance development. Neuro Oncol. 2019 Mar 18;21(4):486-497. doi: 10.1093/neuonc/noz002. PubMed PMID: 30615146; PubMed Central PMCID: PMC6422635."
"472","NF140062","Prieto-Granada CN, Wiesner T, Messina JL, et al.  2016.  Loss of H3K27me3 expression is a highly sensitive marker for sporadic and radiation-induced MPNST.  Am J Surg Patho 40:479-89."
"473","NF140082","Carroll S.  2016.  The challenge of cancer genomics in rare nervous system neoplasms: malignant peripheral nerve sheath tumors as a paradigm for cross-species comparative oncogenomics.  American J Pathology 186(3):464-477."
"474","NF140082","Hanemann CO, Blakeley JO, Nunes FP, et al.  2016.  Current status and recommendations for biomarkers and biobanking in neurofibromatosis.  Neurology 87(7) Supplement 1."
"475","NF150024","Wrobel MR, and Sundararaghavan HG.  2017.  Positive and negative cues for modulating neurite dynamics and receptor expression.  Biomed Mater 12(2): 025016."
"476","NF150024","Whitehead TJ, Avila CO, and Sundararaghavan HG. 2017. Combining growth factor releasing microspheres within aligned nanofibers enhances neurite outgrowth. J Biomed Mater Res A. 106(1):17-25. doi: 10.1002/jbm.a.36204. Epub 2017 Sep 23."
"477","NF150070","Brosseau JP, Liao CP, Wang Y, et al. NF1 heterozygosity fosters de novo tumorigenesis but impairs malignant transformation. Nature communications. 2018 11; 9(1): 5014. https://doi.org/10.1038/s41467-018-07452-y PMID:30479396"
"478","NF150076","Köhler M, Ehrenfeld S, Halbach S, Lauinger M, Burk U, Reischmann N, Cheng S, Spohr C, Uhl FM, Köhler N, et al. B-Raf deficiency impairs tumor initiation and progression in a murine breast cancer model. Oncogene. 2019 Feb;38(8):1324-1339. doi: 10.1038/s41388-018-0663-8. Epub 2019 Jan 18. PubMed PMID: 30659267."
"479","NF160027","Vranceanu AM, Zale EL, Funes CJ, Macklin EA, McCurley J, Park ER, Jordan JT, Lin A, Plotkin SR. Mind-Body Treatment for International English-Speaking Adults With Neurofibromatosis via Live Videoconferencing: Protocol for a Single-Blind Randomized Controlled Trial. JMIR Res Protoc. 2018 Oct 23;7(10):e11008. doi: 10.2196/11008. PubMed PMID: 30355560; PubMed Central PMCID: PMC6231775."
"480","NF960003","Szudek J, Evans DG, and Friedman JM.  2003.  Patterns of associations of clinical features in neurofibromatosis 1 (NF1).  Hum Genet 112: 289-297."
"481","NF960003","Friedman JM, Birch P (1997): An association between optic glioma and other tumours of the central nervous system in neurofibromatosis type 1. Neuropediatrics 28:131-2."
"482","NF960003","Szudek J, Friedman JM (2002): Unidentified bright objects associated with features of neurofibromatosis 1. Pediatr Neurol 27:123-7."
"483","NF960003","Rasmussen SA, Friedman JM (2000): NF1 gene and neurofibromatosis 1. American Journal of Epidemiology 151:33-40."
"484","NF960003","DeBella K, Poskitt K, Szudek J, Friedman JM (2000): Use of 'unidentified bright objects' on MRI for diagnosis of neurofibromatosis 1 in children. Neurology 54:1646-51."
"485","NF960003","DeBella K, Szudek J, Friedman JM (2000): Use of the national institutes of health criteria for diagnosis of neurofibromatosis 1 in children. Pediatrics 105:608-14."
"486","NF960003","Hamilton SJ, Friedman JM (2000): Insights into the pathogenesis of neurofibromatosis 1 vasculopathy. Clin Genet 58:341-4."
"487","NF960003","Lin AE, Birch PH, Korf BR, et al.  2000.  Cardiovascular malformations and other cardiovascular abnormalities in neurofibromatosis.  Am J Hum Gene 95:108-117."
"488","NF960003","Rasmussen SA, Yang Q, Friedman JM (2001): Mortality in neurofibromatosis 1: an analysis using U.S. death certificates. Am J Hum Genet 68:1110-8."
"489","NF960003","Stevenson DA, Birch PH, Friedman JM, et al.  1999.  Descriptive analysis of tibial pseudarthrosis in patients with neurofibromatosis 1.  Am J Med Genet 84(5):413-419."
"490","NF960003","Kwok ES, Sawatzky B, Birch P, Friedman JM, Tredwell SJ (2002): Vertebral scalloping in neurofibromatosis type 1: a quantitative approach. Can J Surg 45:181-4."
"491","NF960003","Friedman JM, Birch PH (1997): Type 1 neurofibromatosis: a descriptive analysis of the disorder in 1,728 patients. Am J Med Genet 70:138-43."
"492","NF960003","Szudek J, Birch P, Friedman JM (2000): Growth in North American white children with neurofibromatosis 1 (NF1). J Med Genet 37:933-8."
"493","NF960003","Baser ME, Birch PH, Evans GR, Friedman JM (1999): Association of superficial plexiform and paraspinal neurofibromas in neurofibromatosis 1 (NF1). Neurology 52:1519-20."
"494","NF960003","Szudek J, Birch P, Riccardi VM, Evans DG, Friedman JM (2000): Associations of clinical features in neurofibromatosis 1 (NF1). Genetic Epidemiology 19:429-39."
"495","NF960003","Friedman JM (1999): Epidemiology of neurofibromatosis type 1. American Journal of Medical Genetics 89:1-6."
"496","NF960003","Szudek J, Birch P, Friedman JM (2000): Growth charts for young children with neurofibromatosis 1 (NF1). American Journal of Medical Genetics 92:224-8."
"497","NF960013","Muja N, Blackman SC, Le Breton GC, DeVries GH (2001): Identification and functional characterization of thromboxane A2 receptors in Schwann cells. J Neurochem 78:446-56."
"498","NF960013","Lopez TJ, De Vries GH (1999): Isolation and serum-free culture of primary Schwann cells from human fetal peripheral nerve. Exp Neurol 158:1-8."
"499","NF960013","Badache A, Muja N, De Vries GH (1998): Expression of Kit in neurofibromin-deficient human Schwann cells: role in Schwann cell hyperplasia associated with type 1 neurofibromatosis. Oncogene 17:795-800."
"500","NF960013","Badache A, De Vries GH (1998): Neurofibrosarcoma-derived Schwann cells overexpress platelet-derived growth factor (PDGF) receptors and are induced to proliferate by PDGF BB. J Cell Physiol 177:334-42."
"501","NF960014","McInerney EM, Rose DW, Flynn SE, Westin S, Mullen TM, Krones A, Inostroza J, Torchia J, Nolte RT, Assa-Munt N, Milburn MV, Glass CK, Rosenfeld MG (1998): Determinants of coactivator LXXLL motif specificity in nuclear receptor transcriptional activation. Genes and Development 12:3357-68."
"502","NF960014","Bermingham JR Jr, Shumas S, Whisenhunt T, Rosenfeld MG, Scherer SS (2001): Modification of representational difference analysis applied to the isolation of forskolin-regulated genes from Schwann cells. Journal of the Neurological Sciences 63:516-24."
"503","NF960018","Ratner N and Daston MM.   (2001): Neurofibromatosis type 1 and Neurofibromatosis type 2:  Genetic and cellular mechanisms of peripheral nerve tumor formation. In: Glial cell development:  basic principles and clinical relevance. Jessen KR and Richardson WD, ed. Oxford University Press."
"504","NF960018","Atit RP, Mitchell K, Nguyen L, Warshawsky D, Ratner N (2000): The neurofibromatosis type 1 (Nf1) tumor suppressor is a modifier of carcinogen-induced pigmentation and papilloma formation in C57BL/6 mice. J Invest Dermatol 114:1093-100."
"505","NF960027","Thomson SA, Fishbein L, Wallace MR (2002): NF1 mutations and molecular testing. J Child Neurol 17:555-61; discussion 571-2, 646-51."
"506","NF960027","Messiaen LM, Callens T, Roux KJ, Mortier GR, De Paepe A, Abramowicz M, Pericak-Vance MA, Vance JM, Wallace MR (1999): Exon 10b of the NF1 gene represents a mutational hotspot and harbors a recurrent missense mutation Y489C associated with aberrant splicing. Genet Med 1:248-53."
"507","NF960027","Thomson SA, Wallace MR (2002): RT-PCR splicing analysis of the NF1 open reading frame. Hum Genet 110:495-502."
"508","NF960027","Rasmussen SA, Overman J, Thomson SA, Colman SD, Abernathy CR, Trimpert RE, Moose R, Virdi G, Roux K, Bauer M, Rojiani AM, Maria BL, Muir D, Wallace MR (2000): Chromosome 17 loss-of-heterozygosity studies in benign and malignant tumors in neurofibromatosis type 1. Genes Chromosomes Cancer 28:425-31."
"509","NF960034","LaJeunesse DR, McCartney BM, Fehon RG (2001): A systematic screen for dominant second-site modifiers of Merlin/NF2 phenotypes reveals an interaction with blistered/DSRF and scribbler. Genetics 158:667-79."
"510","NF960039","Friedman, J. M., Gutmann, D. H., MacCollin, M., and Riccardi, V. (1999): The Johns Hopkins University Press."
"511","NF960039","Kluwe L, Mautner V, Xin W et al. (2000): Molecular determination of somatic mosaicism in typical NF2 patients. American Journal of Human Genetics 67:2254."
"512","NF960039","Patronas NJ, Courcoutsakis N, Bromley CM, Katzman GL, MacCollin M, Parry DM (2001): Intramedullary and spinal canal tumors in patients with neurofibromatosis 2: MR imaging findings and correlation with genotype. Radiology 218:434-42."
"513","NF960039","Egan RA, Thompson CR, MacCollin M, Lessell S (2001): Monocular elevator paresis in neurofibromatosis type 2. Neurology 56:1222-4."
"514","NF960039","Jacoby LB, MacCollin M, Parry DM, Kluwe L, Lynch J, Jones D, Gusella JF (1999): Allelic expression of the NF2 gene in neurofibromatosis 2 and schwannomatosis. Neurogenetics 2:101-8."
"515","NF960039","Kluwe L, Mautner V, Parry DM, Jacoby LB, Baser M, Gusella J, Davis K, Stavrou D, MacCollin M (2000): The parental origin of new mutations in neurofibromatosis 2. Neurogenetics 3:17-24."
"516","NF960039","MacCollin M, Mautner VF (1998): The diagnosis and management of neurofibromatosis 2 in childhood. Semin Pediatr Neurol 5:243-52."
"517","NF960039","MacCollin M, Gutmann DH, Korf B, Finkelstein R (2001): Establishing priorities in neurofibromatosis research: a workshop summary. Genet Med 3:212-7."
"518","NF960041","McClatchey AI., Saotome I., Mercer K. et al. 1998. Mice heterozygous for a mutation at the Nf2 tumor suppressor locus develop a range of highly metastatic tumors. Genes Dev. 12:1121-1133."
"519","NF960041","Cichowski K, Shih TS, Schmitt E, Santiago S, Reilly K, McLaughlin ME, Bronson RT, Jacks T (1999): Mouse models of tumor development in neurofibromatosis type 1. Science 286:2172-6."
"520","NF960041","Reilly KM, Loisel DA, Bronson RT, McLaughlin ME, Jacks T (2000): Nf1;Trp53 mutant mice develop glioblastoma with evidence of strain-specific effects. Nature Genetics 26:109-13."
"521","NF960043","Shen S, Battersby S, Weaver M, Clark E, Stephens K, Harmar AJ (2000): Refined mapping of the human serotonin transporter (SLC6A4) gene within 17q11 adjacent to the CPD and NF1 genes. European Journal of Human Genetics 8:75-8."
"522","NF960043","Cooper LJ, Shannon KM, Loken MR, Weaver M, Stephens K, Sievers EL (2000): Evidence that juvenile myelomonocytic leukemia can arise from a pluripotential stem cell. Blood 96:2310-2313."
"523","NF960043","Dorschner MO, Sybert VP, Weaver M, Pletcher BA, Stephens K (2000): NF1 microdeletion breakpoints are clustered at flanking repetitive sequences. Human Molecular Genetics 9:35-46."
"524","NF960043","López-Correa C, Dorschner M, Brems H, et al.  2001.  Recombination hotspot in NF1 microdeletion patients. Hum Mol Genet. 10(13):1387-1392."
"525","NF960043","Stephens K., Weaver M., Leppig KA., et al. 2006. Interstitial uniparental isodisomy at clustered breakpoint intervals is a frequent mechanism of NF1 inactivation in myeloid malignancies. Blood. 108:1684-1689"
"526","NF960044","Vogel KS, El-Afandi M, Parada LF (2000): Neurofibromin negatively regulates neurotrophin signaling through p21ras in embryonic sensory neurons. Molecular and Cellular Neurosciences 15:398-407."
"527","NF960044","Gonzalez-Zulueta M, Feldman AB, Klesse LJ, Kalb RG, Dillman JF, Parada LF, Dawson TM, Dawson VL (2000): Requirement for nitric oxide activation of p21(ras)/extracellular regulated kinase in neuronal ischemic preconditioning. Proceedings of the National Academy of Sciences of the United States of America 97:436-41."
"528","NF960044","Vogel KS, Klesse LJ, Velasco-Miguel S, Meyers K, Rushing EJ, Parada LF (1999): Mouse tumor model for neurofibromatosis type 1. Science 286:2176-9."
"529","NF960044","Klesse LJ, Parada LF (1999): Trks: signal transduction and intracellular pathways. Microscopy Research and Technique 45:210-6."
"530","NF960044","Vogel KS, Parada LF (1998): Sympathetic neuron survival and proliferation are prolonged by loss of p53 and neurofibromin. Molecular and Cellular Neurosciences 11:19-28."
"531","NF960044","Klesse LJ, Parada LF (1998): p21 ras and phosphatidylinositol-3 kinase are required for survival of wild-type and NF1 mutant sensory neurons. Journal of Neuroscience 18:10420-8."
"532","NF960044","Klesse LJ, Meyers KA, Marshall CJ, Parada LF (1999): Nerve growth factor induces survival and differentiation through two distinct signaling cascades in PC12 cells. Oncogene 18:2055-68."
"533","NF960048","Weiss B, Bollag G, Shannon K (1999): Hyperactive Ras as a therapeutic target in neurofibromatosis type 1. Am J Med Genet 89:14-22."
"534","NF960051","Blaydes SM, Kogan SC, Truong BT, Gilbert DJ, Jenkins NA, Copeland NG, Largaespada DA, Brannan CI (2001): Retroviral integration at the Epi1 locus cooperates with Nf1 gene loss in the progression to acute myeloid leukemia. J Virol 75:9427-34."
"535","NF960051","Costa RM, Yang T, Huynh DP, Pulst SM, Viskochil DH, Silva AJ, Brannan CI (2001): Learning deficits, but normal development and tumor predisposition, in mice lacking exon 23a of Nf1. Nat Genet 27:399-405."
"536","NF960063","Shaw RJ, Paez JG, Curto M, Yaktine A, Pruitt WM, Saotome I, O'Bryan JP, Gupta V, Ratner N, Der CJ, Jacks T, McClatchey AI (2001): The Nf2 tumor suppressor, merlin, functions in Rac-dependent signaling. Dev Cell 1:63-72."
"537","NF970002","Poussaint TY, Jaramillo D, Chang Y, et al. 2003.  Interobserver reproducibility of volumetric MR imaging measurements of plexiform neurofibromas.  Am J Radiol 180:419-423."
"538","NF970002","·Mautner VF, Friedrich RE, von Deimling A, et al.  2003.  Malignant peripheral nerve sheath tumours in neurofibromatosis type 1: MRI supports the diagnosis of malignant plexiform neurofibroma.  Neuroradiology 45:618-625.
"
"539","NF970002","·Friedrich RE, Korf B, Funsterer C, et al.  2003.  Growth type of plexiform neurofibromas in NF1 determined on magnetic resonance images.  Anticancer Research 23:949-952.
"
"540","NF970002","Korf BR (2002): Determination of end points for treatment of neurofibromatosis 1. J Child Neurol 17:642-5; discussion 646-51."
"541","NF970002","Dombi E, Solomon J, Gillespie AJ, et al.  2007.  NF1 plexiform neurofibroma growth rate by volumetric MRI.  Neurol 68:643-647."
"542","NF970002","Fuller CE, Perry A (2002): Fluorescence in situ hybridization (FISH) in diagnostic and investigative neuropathology. Brain Pathol 12:67-86."
"543","NF970002","Perry A, Roth KA, Banerjee R, Fuller CE, Gutmann DH (2001): NF1 deletions in S-100 protein-positive and negative cells of sporadic and neurofibromatosis 1 (NF1)-associated plexiform neurofibromas and malignant peripheral nerve sheath tumors. Am J Pathol 159:57-61."
"544","NF970002","Lim R, Jaramillo D, Poussaint TY, et al.  2005.  Superficial neurofibromatosis: A lesion with unique MR characteristics in patients with neurofibromatosis type 1. AM J Roentgenol 184:962."
"545","NF970002","Zacharia TT, Jaramillo D, Poussaint TY, et al.  2004. MR imaging of abdominopelvic involvement in neurofibromatosis type 1: A review of 43 patients.  Ped Radiol 35:317-22."
"546","NF970002","Kluwe L, Friedrich RE, Korf B, Fahsold R, Mautner VF (2002): NF1 mutations in neurofibromatosis 1 patients with plexiform neurofibromas. Hum Mutat 19:309."
"547","NF980004","·Lallemand D, M Curto, I Saotome, et al., 2003.  NF2 deficiency promotes tumorigenesis and metastasis by destabilizing adherens junctions.  Genes & Development 17:1090-1100.
"
"548","NF980007","·Packer R, Gutnabb D, Rubenstein A, et al.  2002.  Plexiform neurofibromas in NF1: Towards biologic-based therapy.  Neurology 58:1461-1470."
"549","NF980007","·Mukhopadhyay D, Anant S, Lee R, et al.  2002.  C to U editing of neurofibromatosis 1 mRNA occurs in tumors that express the type II transcript and that also express apobec-1, the catalytic subunit of the apolipoprotein B mRNA editing enzyme.  Am. J. Human Genetics 70:38-50."
"550","NF980007","Liew MA, Coffin CM, Fletcher JA, Hang MT, Tanito K, Niimura M, Viskochil D (2002): Peripheral nerve sheath tumors from patients with neurofibromatosis type 1 do not have the chromosomal translocation t(X;18). Pediatr Dev Pathol 5:165-9."
"551","NF980010","Scoles DR, Huynh DP, Chen MS, Burke SP, Gutmann DH, Pulst SM (2000): The neurofibromatosis 2 tumor suppressor protein interacts with hepatocyte growth factor-regulated tyrosine kinase substrate. Hum Mol Genet 9:1567-74."
"552","NF980010","Gutmann DH, Haipek CA, Burke SP, Sun CX, Scoles DR, Pulst SM (2001): The NF2 interactor, hepatocyte growth factor-regulated tyrosine kinase substrate (HRS), associates with merlin in the 'open' conformation and suppresses cell growth and motility. Hum Mol Genet 10:825-34."
"553","NF980010","Scoles DR, Nguyen VD, Qin Y, Sun CX, Morrison H, Gutmann DH, Pulst SM (2002): Neurofibromatosis 2 (NF2) tumor suppressor schwannomin and its interacting protein HRS regulate STAT signaling. Hum Mol Genet 11:3179-89."
"554","NF980010","Sun CX, Haipek C, Scoles DR, Pulst SM, Giovannini M, Komada M, Gutmann DH (2002): Functional analysis of the relationship between the neurofibromatosis 2 tumor suppressor and its binding partner, hepatocyte growth factor- regulated tyrosine kinase substrate. Hum Mol Genet 11:3167-78."
"555","NF980010","Costa RM, Yang T, Huynh DP, Pulst SM, Viskochil DH, Silva AJ, Brannan CI (2001): Learning deficits, but normal development and tumor predisposition, in mice lacking exon 23a of Nf1. Nat Genet 27:399-405."
"556","NF980010","Scoles DR, Chen M, Pulst SM (2002): Effects of Nf2 missense mutations on schwannomin interactions. Biochem Biophys Res Commun 290:366-74."
"557","NF980011","·Miller SJ, Rizvi TA, Huang Y, et al.  2003.  Brain lipid binding protein in axon-schwann cell interactions and peripheral nerve tumorrigenesis.  Mol. Cell. Bio. 23:2213-2224.
"
"558","NF980012","Hannan F., Ho I., Tong, et al. 2006. Effect of neurofibromatosis type 1 mutations on  a novel pathway for adenylyl cyclase activation requiring neurofibromin and Ras. Hum Mol Genet. 15:1087-1098."
"559","NF980012","Guo HF, Tong J, Hannan F, Luo L, Zhong Y (2000): A neurofibromatosis-1-regulated pathway is required for learning in Drosophila. Nature 403:895-8."
"560","NF980015","Breton S, Wiederhold T, Marshansky V, Nsumu NN, Ramesh V, Brown D (2000): The B1 subunit of the H+ATPase is a PDZ domain-binding protein. Colocalization with NHE-RF in renal B-intercalated cells. J Biol Chem 275:18219-24."
"561","NF980015","James MF, Manchanda N, Gonzalez-Agosti C, Hartwig JH, Ramesh V (2001): The neurofibromatosis 2 protein product merlin selectively binds F- actin but not G-actin, and stabilizes the filaments through a lateral association. Biochem J 356:377-86."
"562","NF980015","Stemmer-Rachamimov AO, Wiederhold T, Nielsen GP, James M, Pinney-Michalowski D, Roy JE, Cohen WA, Ramesh V, Louis DN (2001): NHE-RF, a merlin-interacting protein, is primarily expressed in luminal epithelia, proliferative endometrium, and estrogen receptor-positive breast carcinomas. Am J Pathol 158:57-62."
"563","NF980015","Tang Y, Tang J, Chen Z, Trost C, Flockerzi V, Li M, Ramesh V, Zhu MX (2000): Association of mammalian trp4 and phospholipase C isozymes with a PDZ domain-containing protein, NHERF. J Biol Chem 275:37559-64."
"564","NF980018","Fieber LA. 2003.  Voltage-Gated ion currents of schwann cells in cell culture models of human neurofibromatosis. J Exp Zool A Comp Exp Biol300(1):76-83."
"565","NF980018","Fieber LA, Gonzalez DM, Wallace MR, Muir D (2003): Delayed rectifier K currents in NF1 Schwann cells. Pharmacological block inhibits proliferation. Neurobiol Dis 13:136-46."
"566","NF990007","Hyman SL, Gill DS, Shores EA, et al. 2003. Natural history of cognitive deficits and their relationship to MRI T2-hyperintensities in NF1. Neurology 60:1139-1145."
"567","NF990007","Hyman SL, Gill DS, Shores EA, Steinberg A, Joy P, Gibikote SV, North KN (2003): Natural history of cognitive deficits and their relationship to MRI T2- hyperintensities in NF1. Neurology 60:1139-45."
"568","NF990007","Hyman SL, Arthur Shores E, and North KN.  2006.  Learning disabilities in children with neurofibromatosis type 1: subtypes, cognitive profile, and attention-deficit-hyperactivity disorder.  Dev Med Child Neurol 48: 973-977."
"569","NF990007","Hyman SL, Shores A, and North KN.  2005. The nature and frequency of cognitive deficits in children with neurofibromatosis type 1. Neurology 65:1037-1044."
"570","NF990007","Gill DS, Hyman SL, Steinberg A, North KN.  2006.  Age-related findings on MRI in neurofibromatosis type 1. Pediatr Radiol 36(10):1048-56
"
"571","NF990007","Barton B, and North K (2004) Social skills of children with neurofibromatosis type 1. Dev Med Child Neurol 46(8):553-63."
"572","NF990007","Barton B, and North KN. 2007.  The development of self-concept in children and adolescents with NF1. Child Care Health and Development 33(4):401-408."
"573","NF990007","Hyman SL, Gill DS, Shores EA, et al.  2007.  T2 hyperintensities in children with neurofibromatosis type 1 and their relationship to cognitive functioning. J Neurol Neurosurg Psychiatry 78(10):1088-91."
"574","NF990008","Kurtz A, Lueth M, Kluwe L, et al. 2004. Somatic mitochondrial DNA mutations in neurofibromatosis type 1-associated tumors. Mol Cancer Res. 2(8):433-41."
"575","NF990010","·Erickson RP, S Skinner, H Jacquet, et al., 2003.  Does chromosome 22 have anything to do with sex determination:  Further studies on a 46,XX,22q11.2 Del Male.  American Journal of Medical Genetics 123A:64-67."
"576","NF990010","·Mantripragada KK, PG Buckley, M Benetkiewicz, et al., 2003.  High-resolution profiling of an 11 Mb segment of human chromosome 22 in sporadic schwannoma using array-CGH.  International Journal of Oncology 22:615-622."
"577","NF990010","·Hansson CM, H Ali, CE Bruder, et al., 2003.  Strong conservation of the human NF2 locus based on sequence comparison in five species.  Mammalian Genome 14:526-536.

"
"578","NF990010","·Buckley PG, KK Mantripragada, M Benetkiewicz, et al., 2002.  A full-coverage, high-resolution human chromosome 22 genomic microarray for clinical and research applications.  Human Molecular Genetics 11:3221-3229."
"579","NF990010","·Mantripragada KK, I Tapia-Paez, E Blennow, et al., 2003.  
DNA copy-number analysis of the 22q11 deletion-syndrome region using array-CGH with genomic and PCR-based targets.  International Journal of Molecular Medicine, in press.
"
"580","NF990010","·Mantripragada KK, PG Buckley, T Diaz de Stahl, and JP Dumanski, 2003.  Genomic microarrays in the spotlight.  Trends in Genetics, 20:87-94."
"581","NF990010","Bruder CE, Hirvela C, Tapia-Paez I, Fransson I, Segraves R, Hamilton G, Zhang XX, Evans DG, Wallace AJ, Baser ME, Zucman-Rossi J, Hergersberg M, Boltshauser E, Papi L, Rouleau GA, Poptodorov G, Jordanova A, Rask-Andersen H, Kluwe L, Mautner V, Sainio M, Hung G, Mathiesen T, Moller C, Pulst SM, Harder H, Heiberg A, Honda M, Niimura M, Sahlen S, Blennow E, Albertson DG, Pinkel D, Dumanski JP (2001): High resolution deletion analysis of constitutional DNA from neurofibromatosis type 2 (NF2) patients using microarray-CGH. Hum Mol Genet 10:271-82."
"582","NF990010","Mantripragada KK, PG Buckley, C Jarbo, et al., 2003.  Development of NF2 gene specific, strictly sequence defined diagnostic microarray for deletion detection.  Journal of Molecular Medicine 81:443-451."
