"","Proposal Number","Publication"
"6238","PC111098","Tsouko E, Khan AS, White MA, et al.  2014.  Regulation of the pentose phosphate pathway by an androgen receptor mTRO-mediated mechanism and its role in prostate cancer growth.  Oncogenesis 3:e103."
"6239","PC111098","Tennakoon JB, Shi Y, Han JJ, et al.  2014.  Androgens regulate prostate cancer cell growth via an AMPK-PGC-1apha-mediated metabolic switch.  Oncogene 33(45):5251-5261."
"6240","PC111098","Popovics P, Frigo DE, Schally AV, et al.  2015.  Targeting the 5'-AMP-activated protein kinase and related metabolic pathways for the treatment of prostate cancer.  Expert Opin Ther Targets 19(5):617-632."
"6241","PC111100","Barnes JM, Nauseef JT, and Henry MD.  2012.  Resistance to fluid shear stress is a conserved biophysical property of malignant cells.  PLoS One 7(12):e50973."
"6242","PC111100","Chivukula VK, Krog B, Nauseef JT, et al.  2015.  Alterations in cancer cell mechanical properties after fluid shear stress exposure: A micropipette aspiration study.  Cell Health and Cytoskeleton 7:25-35."
"6243","PC111127","Vlaisavljevich E, Aydin O, Yuksel Y. et al.  2015.  The effects of ultrasound frequency on nanodroplet-mediated histotripsy.  Ultrasound in Med Biol 41(8):2135."
"6244","PC111127","Vlaisavljevich E, Durmaz YY, Maxwell MEH, et al.  2013.  Nanodroplet-mediated histotripsy for image-guided targeted ultrasound cell ablation.  Theranostics 3(11):802-815."
"6245","PC111127","Durmaz YY, Vlaisavljevich E, Xu Z, et al.  2014.  Development of nanodoplets for histotripsy-mediated cell ablation.  Mol Pharm 11(1):3864-3695."
"6246","PC111132","Ban F, Leblanc E, Li H, et al.  2014.  Discovery of 1H-indole-2-carboxamides as novel inhibitors of the androgen receptor binding function 3 (BF3).  J Med Chem 57(15):6867-6872."
"6247","PC111132","Lallous N, Volik SV, Awrey S, et al.  2016.  Functional analysis of androgen receptor mutations that confer anti-androgen resistance identified in circulating cell-free DNA from prostate cancer patients.  Genome Biol 17(1):10."
"6248","PC111132","Munuganti RSN, Hassona MDH, Leblanc E, et al.  2014.  Identification of a potent antiandrogen that targets the BF3 site of the androgen receptor and inhibits enzalutamide-resistant prostate cancer.  Chem Biol 21(11):1476-1485."
"6249","PC111175","Zhang G, Liu X, Li J, et al.  2015.  Androgen receptor splice variants circumvent ar blockade by microtubule-targeting agents.  Oncotarget 5."
"6250","PC111175","Cao B, Qi Y, Wang Y, et al.  2014.  20(S)-protopanaxadiol inhibition of progression and growth of castration-resistance prostate cancer.  PLOS One 9(11):e111201."
"6251","PC111175","Zhang H, Zhan Y, Xichun L, et al.  2013.  Splicing variants of androgen receptor in prostate cancer.  Am J Clin Exp Urol 1(1):18-24."
"6252","PC111175","Egan A, Dong Y, Zhang H, et al.  2013.  Castration-resistant prostate cancer: Adaptive responses in the androgen axis.  Cancer Treat Rev 40:426-433."
"6253","PC111175","Xu D, Zhan Y, Qi Y, et al.  2015.  Androgen receptor splice variants dimerize to transactivate target genes.  Cancer Res 75(17):3663-3671."
"6254","PC111175","Zhang G, Liu X, Li J, et al.  2015.  Androgen receptor splice variants circumvent AR blockade by microtubule-targeting agents.  Oncotarget 6(27):23358-23371."
"6255","PC111175","Tian Y, Zhao L, Wang Y, et al.  2016.  Berberine inhibits androgen synthesis by interaction with aldo-keto reductase 1C3 in 22Rv1 prostate cancer cells.  Asian J Androl 18: 607-612."
"6256","PC111175","Cao B, Qi Y, Zhang GH, et al.  2014.  Androgen receptor splice variants activating the full-length receptor in mediating resistance to androgen-directed therapy.  Oncotarget 5(6):1646-1656."
"6257","PC111190","Suarez CD, Deng X, and Hu CD.  2014.  Targeting CREB inhibits radiation-induced neuroendocrine differentiation and increases radiation-induced cell death in prostate cancer cells.  Am J Cancer Res 4:850-861."
"6258","PC111190","Deng X, Shao G, Zhang HT, et al.  2017.  Protein arginine methyltransferase 5 functions as an epigenetic activator of the androgen receptor to promote prostate cancer cell growth.  Oncogene 36(9):1223-1231."
"6259","PC111190","Zhang H, Zeng L, Tao AW, et al.  2016.  The E3 ubiquitin ligase CHIP mediates ubiquitination and protesomal degradation of PRMT5.  Biochem Biophys Acta 1863:336-346."
"6260","PC111190","Hu CD, Choo R, and Huang J.  2015.  Neuroendocrine differentiation in prostate cancer: A mechanism of radioresistance and treatment failure.  Front Oncol 5:90."
"6261","PC111190","Zhang HT, Zhang D, Zha ZG, et al.  2014.  Transcriptional activation of PRMT5 by NF-Y is required for cell growth and negatively regulated by the PKC/c-Fos signaling in prostate cancer cells.  Biochim Biophys Acta 1839:1330-1340."
"6262","PC111230","Sorace AG, Warram JM, Mahoney M, et al.  2013.  Enhancement of adenovirus delivery after ultrasound-stimulated therapy in a cancer model.  Ultrasound Med Biol 39(12):2374-2381."
"6263","PC111230","Hoyt K, Mahoney M, Sorace AG.  2014.  Four-dimensional molecular ultrasound imaging of tumor angiogenesis in a preclinical animal model of prostate cancer.  IEEE International Ultrasonics Symposium Proceedings 1:1-4."
"6264","PC111233","Gustafson JL.  2015.  Small molecule-mediated degradation of the androgen receptor through hydrophobic tagging.  Angew Chem Int 54:9659-9662."
"6265","PC111233","Buckley DL, Raina K, Darricarrerre N, et al.  2015.  HaloPROTACS:  Use of small molecule protacs to induce degradation of halotag fusion proteins.  ACS Chem Biol 10(8):1831-1837"
"6266","PC111295","Hu WY, Xu L, Chen B, Ou S, Muzzarelli KM, Hu DP, Li Y, Yang Z, Vander Griend DJ, Prins GS, Qin Z. Targeting prostate cancer cells with enzalutamide-HDAC inhibitor hybrid drug 2-75. Prostate. 2019 Jul;79(10):1166-1179. doi: 10.1002/pros.23832. Epub 2019 May 28. PubMed PMID: 31135075."
"6267","PC111309","Kim J, Li S, Kasoji S, et al.  2015.  Phantom evaluation of stacked-type dualfrequency 1-3 composite transducers: a feasibility study on intracavitary acoustic angiography.  Ultrasonics 63:7-15."
"6268","PC111309","Martin KH, Lindsey B, Ma J, et al.  2014.  Dual-frequency transducers for contrast enhanced ultrasound imaging.  Sensors 14(11):20825-20842."
"6269","PC111314","Ramalinga M, Roy A, Srivastava A, et al.  2015.  MicroRNA-212 negatively regulates starvation induced autophagy in prostate cancer cells by inhibiting SIRT1 and is a modulator of angiogenesis and cellular senescence.  Oncotarget 6(33):34446-34457.  doi: 10.18632/oncotarget.5920."
"6270","PC111314","Srivastava A, Goldberger H, Dimtchev A, et al.  2013.  MicroRNA profiling in prostate cancer--the diagnostic potential of urinary miR-205 and miR-214.  PLoS One 8(10):e76994.  doi: 10.1371/journal.pone.0076994."
"6271","PC111314","Srivastava A, Goldberger H, Afzal Z, et al.  2015.  Detection of circulatory microRNAs in prostate cancer.  Methods Mol Biol 1238:523-538.  doi: 10.1007/978-1-4939-1804-1_27."
"6272","PC111314","Srivastava A, Goldberger H, Dimtchev A, et al.  2014.  Circulatory miR-628-5p is downregulated in prostate cancer patients.  Tumour Biol 35(5):4867-4873.  doi: 10.1007/s13277-014-1638-1."
"6273","PC111314","Roy A, Ramalinga M, Kim OJ, et al. 2017. Multiple roles of RARRES1 in prostate cancer: Autophagy induction and angiogenesis inhibition. Molecular players involved in the tumor suppressor role of RARRES1. PLoS One. 12(7): e0180344. doi: 10.1371/journal.pone.0180344."
"6274","PC111314P1","Roy A, Ramalinga M, Kim OJ, et al. 2017. Multiple roles of RARRES1 in prostate cancer: Autophagy induction and angiogenesis inhibition. Molecular players involved in the tumor suppressor role of RARRES1. PLoS One. 12(7). doi: 10.1371/journal.pone.0180344."
"6275","PC111318","LeBeau AM, Sevillano N, Markham K, et al.  2015.  Imaging active urokinase plasminogen activator in castration-resistant prostate cancer with an internalizing antagonistic human antibody.  Cancer Research 75(7):1225-1235."
"6276","PC111318","Lucas JM, Heinlein C, Kim T, et al.  2014.  The androgen-regulated protease TMPRSS2 activates a proteolytic cascade involving components of the tumor microenvironment and promotes prostate cancer metastasis.  Cancer Discov 4(11):1310-1325."
"6277","PC111318","Grove LM, Southern BD, Jin TH et al.  2014.  Urokinase-type plasminogen activator receptor 9uPAR) ligation induces a raft-localized integrin signaling switch that mediates the hypermotile phenotype of fibrotic fibroblasts.  J Biol Chem 289(18):12791-12804."
"6278","PC111331","Meaburn KJ, Agunloye O, Devine M, et al.  2016.  Tissue-of-origin specific gene repositioning in breast and prostate cancer.  Histochem Cell Biology 145(4):433-446."
"6279","PC111331","Leshner M, Devine M, Roloff GW, et al.  2016.  Locus-specific gene repositioning in prostate cancer.  Mol Biol Cell 27(2):236-246."
"6280","PC111399","Li S, Kennedy M, Payne S, et al.  2014.  Model of tumor dormancy/recurrence after short-term chemotherapy.  PLoS One 9(5):e98021."
"6281","PC111410","Parker MW, Linkugel AD, Goel HL, et al.  2015.  Structural basis for VEGF-C binding to neuropilin-2 and sequestration by a soluble slice form.  Structure 23:677-687."
"6282","PC111410","Goel HL, Chang C, Pursell B, et al.  2012.  VEGF/Neuropilin-2 regulation of Bmi-1 and repression of IGF-1R define a novel mechanism of aggressive prostate cancer.  Cancer Dis 2:906-921."
"6283","PC111410","Mercurio AM and Goel HL.  2013.  VEGF targets the tumor cell.  Nature Reviews Cancer 13:871-882."
"6284","PC111410","Mercurio AM, et al.  2012.  VEGF/neuropilin-2 regulation of Bmi-1 and consequent repression of IGF-IR define a novel mechanism of aggressive prostate cancer.  Cancer Dis 2(10):906-921."
"6285","PC111410","Goel HL, Pursell B, Shultz LD, et al.  2016.  P-Rex1 promotes resistance to VEGF-targeted therapy in prostate cancer by mediating neuropilin signaling.  Cell Reports 14:2193-2208."
"6286","PC111467","Nguyen HG, Yang JC, Kung HJ, et al.  2014.  Targeting autophagy overcomes enzalutamide resistance in castrate resistant prostate cancer cells and improves therapeutic response in a xenograft model.  Oncogene 33(36):4521-4530."
"6287","PC111472","Wu JB, Lin T-P, Gallagher JD, et al.  2015.  Monoamine oxidase A inhibitor - near-infrared dye conjugate reduces prostate tumor growth.  J Am Chem Soc 137:2366-2374."
"6288","PC111472","Wu JB, Pan DF, Chung LWK.  2013.  Near-infrared fluorescence and nuclear imaging and targeting of prostate cancer.  Transl Androl Urol 2(3):254-264."
"6289","PC111472","Wu JB, Shao C, Li X, et al.  2014.  Near-infrared fluorescence imaging of cancer mediated by tumor hypoxia and HIF1alpha/OATPs signaling axis.  Biomaterials 35:8175-8185."
"6290","PC111472","Wu JB, Shao C, Li X, et al.  2014.  Monoamine oxidase A mediates prostate tumorigenesis and cancer metastasis.  J Clin Invest 124(7):2891-2908."
"6291","PC111472","Wu JB, Shi C, Chu GC, et al.  2015.  Near-infrared fluorescence heptamethine carbocyanine dyes mediate imaging and targeted drug delivery for brain tumor.  Biomaterials 67:1-10."
"6292","PC111503","Centenera MM, Raj GV, Knudsen KE, et al.  2013.  Ex vivo culture of human prostate tissue and drug development.  Nat Rev Urol 10(8):483-487."
"6293","PC111503","Daniel AR, Gaviglio AL, Knutson TP. Et al.  2015.  Progesterone receptor-B enhances estrogen responsiveness of breast cancer cells via scaffolding PELP1- and estrogen receptor-containing transcription complexes.  Oncogene 34(4):506-515."
"6294","PC111503","Ravindranathan P, Lee TK, Yang L, et al.  2013.  Peptidomimetic targeting of critical androgen receptor-coregulator interactions in prostate cancer.  Nat Commun 4:1923."
"6295","PC111503","Grabowska MM, Elliott AD, DeGraff DJ, et al.  2014.  NFI transcription factors interact with FOXA1 to regulate prostate-specific gene expression.  Mol Endocrinol 28(6):949-964."
"6296","PC111503","Gonugunta VK, Miao L, Sareddy GR, et al.  2014.  The social network of PELP1 and its implications in breast and prostate cancer.  Endocr Relat Cancer 21(4):T79-86."
"6297","PC111503","Akram ON, Degraff DJ, Sheehan JH, et al.  2014.  Tailoring peptidomimetics for targeting protein-protein interactions.  Mol Cancer Res 12(7):967-978."
"6298","PC111510","Rahim S, Minas T, Hong S-H, et al.  2014.  A small molecule inhibitor of ETV1, YK-4-279, prevents prostate cancer growth and metastasis in a mouse xenograft model.  PLoS ONE 9(12):e114260."
"6299","PC111510P1","Roudier MP, Winters BR, Coleman I, et al.  2016.  Characterizing the molecular features of ERG-positive tumors in primary and castration resistant prostate cancer.  Prostate 76(9):810-822."
"6300","PC111523","Sielski NL, Ihnatovych I, Hagen JJ, et al.  2014.  Tissue specific expression of myosin IC isoforms.  BMC Cell Biology 15:8."
"6301","PC111523","Simon DN, Domaradzki T, Hofmann WA, et al.  Lamin A tail modification by SUMO1 is disrupted by familial partial lipodystrophy-causing mutations.  Mol Biol Cell 24(3):342-350.
"
"6302","PC111523","Schwab RS, Ihantovych I, Yunus SZSA, et al.  2013.  Identification of signals that facilitate isoform specific nucleolar localization of myosin IC.  Exp Cell Res 319(8):1111-1123."
"6303","PC111523","Ihnatovych I, Sielski NL and Hofmann WA.  2014.  Selective expression of myosin IC isoform A in mouse and human cell lines and mouse prostate cancer tissues.  PLOS ONE 9(9):e108609."
"6304","PC111523","Karacosta LG, Kuroski LA, Hofmann WA, et al.  2016.  Nucleoporin 62 and Ca2+/Calmodulin dependent kinase Kinase 2 regulate androgen receptor activity in castrate resistant prostate cancer cells.  Prostate 76(3):294-306."
"6305","PC111594","Ganguly SS, Li X, and Miranti CK.  2014.  The host microenvironment influences prostate cancer invasion, system spread, bone colonization, and osteoblastic metastiasis.  Front Only 4:364-379."
"6306","PC111595","Bansal N, Davis S, Tereshchenko I, et al.  2014.  Enrichment of human prostate cancer cells with tumor initiating properties in mouse and zebrafish xenografts by differential adhesion.  Prostate 74(2):187-200."
"6307","PC111595P1","Bansal N, Bartucci M, Yusuff S, et al.  2016.  BMI-1 targeting interferes with patient-derived tumor-initiating cell survival and tumor growth in prostate cancer.  Clin Cancer Res 22(24):6176-6191."
"6308","PC111595P1","Bansal N, Davis S, Tereshchenko I, et al.  2014.  Enrichment of human prostate cancer cells with tumor initiating properties in mouse and zebrafish xenografts by differential adhesion.  Prostate 74(2):187-200."
"6309","PC111595P2","Bansal N, Davis S, Tereshchenko I, et al.  2014.  Enrichment of human prostate cancer cells with tumor initiating properties in mouse and zebrafish xenografts by differential adhesion.  Prostate 74(2):187-200."
"6310","PC111595P2","Bansal N, Bartucci M, Yusuff S, et al.  2016.  BMI-1 Targeting Interferes with patient-derived tumor-initiating cell survival and tumor growth in prostate cancer.  Clin Cancer Res 22(24):6176-6191."
"6311","PC111624","Daniels G, Gellert L, and Lee P.  2014.  TBLR1 as an AR coactivator selectively activates AR target genes to inhibit prostate cancer growth.  Endocrine Related Cancer 21(1):127-142."
"6312","PC111624","Li Y, Zhang DY, and Lee P.  2012.   Regulation of a novel androgen receptor target gene, the cyclin B1 gene, through androgen-dependent E2F family member switching.  Mol Cell Biol 32(13):2454-2466."
"6313","PC111624","Li Y, Tian L, and Lee P.  2013.  Functional domains of androgen receptor coactivator p44/Mep50/WDR77 and its interaction with Smad1.  PLoS One 8(5):e64663."
"6314","PC111624","Wu X, Gong S, Roy-Burman P, et al.  2013.  Current mouse and cell models in prostate cancer research.  Endocr Real Cancer 20(4):R155-70."
"6315","PC111624","Singh M, Jia R, and Lee P.  2014.  Stromal androgen receptor in prostate development and cancer.  Am J Pathol 184(10):2598-2607."
"6316","PC111624","Daniels G, Pei Z, Logan S, et al.  2015.  Androgen receptor phosphorylation in prostate cancer.  Am J Clin Exp Urol 2(1):62-70."
"6317","PC111624","Daniels G, Gellert L, and Lee P.  2014.  Decreased stromal estrogen receptor alpha and beta in prostate cancer.  American J Translational Res 6(2):140-146."
"6318","PC111667","Kaittanis C, Shaffer TM, Ogirala A, et al.  2014.  Environment-responsive nanophores for therapy and treatment monitoring via molecular MRI quenching.  Nature Communications 5:3384."
"6319","PC111703","Laberge RM, Sun Y, Orjalo AV, et al.  2015.  mTOR regulates the pro-tumorigenic senescence-associated secretory phenotype by promoting IL1A translation.  Nat Cell Biol 17:1049-1061."
"6320","PC111703","Chen F, Zhuang X, Lin L, et al.  2015.  New horizons in the tumor microenvironment biology: Challenges and opportunities.  BMC Med 13:45."
"6321","PC111703","Sun Y.  2015.  Translational horizons in the tumor microenvironment: Harnessing breakthroughs and targeting cures.  Med Res Rev 35:408-436."
"6322","PC111703","Chen F, Qi X, Qian M, et al.  2014.  Tackling the tumor microenvironment: What challenge does it pose to anticancer therapies?  Protein Cell 5:816-826."
"6323","PC111718","Bender RJ and Mac Gabhann F.  2015.  Dysregulation of the vascular endothelial growth factor and semaphorin ligand-receptor families in prostate cancer metastasis.  BMC Syst Biol 9:55."
"6324","PC111719","Escamilla J, Schokrpur S, Liu C, et al.  2015.  CSF1 receptor targeting in prostate cancer reverses macrophage-mediated resistance to androgen blockade therapy.  Cancer Res 75(6):950-962."
"6325","PC111721","Kumar A, Mastren T, Wang B, et al.  2016.  Design of a small-molecule drug conjugate for prostate cancer targeted theranostics.  Bioconjugate Chem 27:1681-1689."
"6326","PC111721","Kumar A, Hao G, Liu L, et al.  2015.  Click-chemistry strategy for labeling antibodies with copper-64 via a cross-bridged tetraazamacrocyclic chelator scaffold.  Bioconjug Chem 26(4):782-789."
"6327","PC111721","Lo S-T, Kumar A, and Sun X.  2015.  Delivery and controlled release of therapeutics via dendrimer scaffolds.  In:  Nanoparticle Delivery of Biotherapeutics (Johnson V, Ed.).  Published by Future Science Group."
"6328","PC111721","Kumar A, Zhang S, Hao G, et al.  2015.  Molecular platform for design and synthesis of targeted dual-modality imaging probes.  Bioconjug Chem 26(3):549-558.  ACS Editor's Choice."
"6329","PC111721","Singh AN, Dakanali M, Hao G, et al.  2014.  Enantiopure bifunctional chelators for copper radiopharmaceuticals - Does chirality matter in radiotracer design?  Eur. J. Med. Chem 80:308-315."
"6330","PC111721","Hao G, Kumar A, Dobin T, et al.  2013.  A multivalent approach of imaging probe design to overcome an endogenous anion binding competition for noninvasive assessment of prostate specific membrane antigen.  Mol Pharm 10:2975-2985."
"6331","PC111721","Lo S-T, Kumar A, Hsieh J-T, et al.  2013.  Dendrimer nanoscaffolds for potential theranostics of prostate cancer with a focus on radiochemistry.  Mol Pharm 10:793-812."
"6332","PC111721","Kostiainen M, Maly J, da Costa CP, et al.  2013.  Synthesis of large dendrimers with the dimensions of small viruses.  J Am Chem Soc 135:4660-4663."
"6333","PC111721P1","Kostiainen M, Maly J, da Costa CP, et al.  2013.  Synthesis of large dendrimers with the dimensions of small viruses.  J Am Chem Soc 135:4660-4663."
"6334","PC111721P1","Lo S-T, Kumar A, Hsieh J-T, et al.  2013.  Dendrimer nanoscaffolds for potential theranostics of prostate cancer with a focus on radiochemistry.  Mol Pharm 10:793-812.

"
"6335","PC111721P1","Hao G, Kumar A, Dobin T, et al.  2013.  A multivalent approach of imaging probe design to overcome an endogenous anion binding competition for noninvasive assessment of prostate specific membrane antigen.  Mol Pharm 10:2975-2985."
"6336","PC111721P1","Liu HH, Tsai YS, Lai CL, et al.  2014.  Evolving avenue of personalized therapy for castration-resistant prostate cancer.  BIoMed 4:e7-15."
"6337","PC111721P1","Kumar A, Zhang S, Hao G, et al. 2015. Molecular Platform for Design and Synthesis of Targeted Dual-modality Imaging Probes.Bioconjug Chem. 26(3): 549-558. doi: 10.1021/acs.bioconjchem.5b00028."
"6338","PC111721P1","Lo ST, kumar A, and Sun X. 2015. Delivery and controlled release of therapeutics via dendrimer scaffolds. Nanoparticle Delivery of Biotherapeutics. 2(10): 14-28. doi: 10.4155/9781910420430."
"6339","PC111721P1","Singh AN, Dakanali M, Hao G, et al. 2014. Enantiopure bifunctional chelators for copper radiopharmaceuticals - Does chirality matter in radiotracer design. Eur J Med Chem. 80: 308-315. doi: 10.1016/j.ejmech.2014.04.071."
"6340","PC111721P1","Kumar A, Mastren T,Wang B, et al.  2016.  Design of small-molecule drug conjugates for prostate cancer targeted theranostics.  Bioconjug. Chem. 27:1681-1699."
"6341","PC111721P2","2017 Nanoparticle Effects on Human Platelets in Vitro:A Comparison between PAMAM and Triazine Dendrimers."
"6342","PC111721P2","2017 Facile synthesis of stable, water soluble, dendron-coated gold nanoparticles."
"6343","PC111721P2","Ramírez-Crescencio F, Enciso AE, Hasan M, et al.  2016.  Thermoregulated coacervation, metal-encapsulation and nanoparticle synthesis in novel Triazine dendrimers.  Molecules 21(5). pii: E599."
"6344","PC111721P2","Enciso AE, Garzoni M, Giovanni M, et al.  2015.  Influence of linker groups on the solubility of triazine dendrimers.  New J Chem 39:1247."
"6345","PC111721P2","Enciso AE, Ramirez-Crescencio F, Zeiser M, et al.  2015.  Accelerated synthesis of large generation triazine dendrimers using microwave assisted reactions: A 24-hour challenge. Polymer Chem 6(29):5219-5224."
"6346","PC111721P2","Lee C, Ji K, and Simanek EE.  2016.  Functionalization of a triazine dendrimer presenting four maleimides on the periphery and a DOTA group at the core.  Molecules 21(3). pii: E335."
"6347","PC111721P2","Ji K, Lee CS, Janesko BG, et al.  2015.  Triazine-substituted and Acyl Hydrazones:  Experiment and computation reveal a stability inversion at low pH.  Mol Pharm 12(8):2924-2927."
"6348","PC111721P2","Hao G, Kumar A, Dobin T, et al.  2013.  A multivalent approach of imaging probe design to overcome an endogenous anion binding competition for noninvasive assessment of prostate specific membrane antigen.  Mol Pharm 10:2975-2985."
"6349","PC111721P2","Lo S-T, Kumar A, Hsieh J-T, et al.  2013.  Dendrimer nanoscaffolds for potential theranostics of prostate cancer with a focus on radiochemistry.  Mol Pharm 10:793-812."
"6350","PC111721P2","Kostiainen M, Maly J, da Costa CP, et al.  2013.  Synthesis of large dendrimers with the dimensions of small viruses.  J Am Chem Soc 135:4660-4663."
"6351","PC111729","Kim W, Barron DA, Martin RS, et al.  RUNX1 is essential for mesenchymal stem cell proliferation and myofibroblast differentiation.  PNAS 111(46):16389-16394."
"6352","PC111750","Zitnay JL, Li Y, Qin Z, et al. 2017. Molecular level detection and localization of mechanical damage in collagen enabled by collagen hybridizing peptides. Nature Communication 8. doi: 10.1038/ncomms14913."
"6353","PC111750","Hwang J, Huang Y, Burwell TJ, et al. 2017. In situ imaging of tissue remodeling with collagen hybridizing peptides. ACS Nano 11(10): 9825-9835. doi: 10.1021/acsnano.7b03150."
"6354","PC111750","Li Y, San BH, Kessler JL, et al. 2015. Non-covalent photo-patterning of gelatin matrices using caged collagen mimetic peptides. Macromolecular Bioscience 15(1): 52-62. doi: 10.1002/mabi.201400436."
"6355","PC111750","Santos JL, Li Y, Culver HR, et al. 2014. Conducting polymer nanoparticles decorated with collagen mimetic peptides for collagen targeting. Chem Commun (Camb). 50(95): 15045-15048. doi: 10.1039/c4cc06056c."
"6356","PC111750","Bennink LL, Smith DJ, Foss CA, et al. 2017. High Serum Stability of Collagen Hybridizing Peptides and Their Fluorophore Conjugates. Molecular Pharmaceutics 14(6): 1906–1915. doi: 10.1021/acs.molpharmaceut.7b00009."
"6357","PC111750","Stahl PJ and Yu SM.  2012.  Encoding cell-instructive cues to PEG-based hydrogels via triple helical peptide assembly.  Soft Matter 8:10408."
"6358","PC111750","Li Y, San BH, Kessler JL, et al.  2015.  Non-covalent photopatterning of gelatin matrices using caged collagen mimetic peptides.  Macromolecular Bioscience 15:52-62."
"6359","PC111750","Santos JL, Li Y, Culver HS, et al.  2014.  Conducting polymer nanoparticles decorated with collagen mimetic peptides for collagen targeting.  Chem. Commun 50:15045-15048."
"6360","PC111750","Chan TR, Stahl PJ, Li Y, et al.  2015.  Collagen-gelatin mixtures as wound model, and substrates for VEGF-mimetic peptide binding and endothelial cell activation.  Acta Biomaterialia 15:164-172."
"6361","PC111750","Li Y and Yu SM.  2013.  Targeting and mimicking collagens via triple helical peptide assembly.  Curr Opin Chem Biol 17(6):968-975."
"6362","PC111750","Li Y, Foss CA, Pomper MG, et al.  2014.  Imaging denatured collagen strands in vivo and ex vivo via photo-triggered hybridization of caged collagen mimetic peptides.  J Vis Exp 31(83):e51052."
"6363","PC111750","Li Y, Foss CA, Summerfield DD, et al.  2012.  Targeting collagen strands by photo-triggered triple helix hybridization.  Proc Nat Acad Sci USA 109:14767.

"
"6364","PC111750","Li Y, Ho D, Meng H, et al.  2013.  Direct detection of collagenous proteins by fluorescently labeled collagen mimetic peptides.  Bioconj Chem 24:9."
"6365","PC111750","Hwang J, San BH, Turner NJ, et al. 2017. Molecular assessment of collagen denaturation in decellularized tissues using a collagen hybridizing peptide. Acta Biomaterialia 53: 268–278. doi: 10.1016/j.actbio.2017.01.079."
"6366","PC111750","Wahyudi H, Reynolds AA, Li Y, et al. 2016. Targeting collagen for diagnostic imaging and therapeutic delivery. J Control Release 240: 323-331. doi: 10.1016/j.jconrel.2016.01.007."
"6367","PC111750","San BH, Hwang J, Sampath S, et al. 2017. Self-assembled water-soluble nanofibers displaying collagen hybridizing peptides. J. Am. Chem. Soc. 139(46): 16640-16649. doi: 10.1021/jacs.7b07900."
"6368","PC111807","Liu W. 2016. DNA alterations in the tumor genome and their associations with clinical outcome in prostate cancer. Asian J Androl. 18(4): 533-542. doi: 10.4103/1008-682X.177120."
"6369","PC111807","Rodrigues LU, Rider L, Nieto C, et al. 2015. Coordinate loss of MAP3K7 and CHD1 promotes aggressive prostate cancer. Cancer Res. 75(6): 1021–1034. doi:10.1158/0008-5472.CAN-14-1596."
"6370","PC111812","Phua KK, Leong KW, and Nair K.  2013.  Transfection efficiency and transgene expression kinetics of mRNA delivered in naked and nanoparticle format.  J Control Release 28;166(3):2270-2333."
"6371","PC111812","Phua KK, Staats HF, Leong KW, et al.  2014.  Intranasal mRNA nanoparticle vaccination induces prophylactic and therapeutic anti-tumor immunity.  Sci Rep 4:5128."
"6372","PC111812","Phua KK, Nair SK, and Leong KW.  2014.  Messenger RNA (mRNA) nanoparticle tumor vaccination.  Nanoscale 6(14):7715-7729."
"6373","PC111812","Lao YH, Phua KK, and Leong KW.  2015.  Aptamer nanomedicine for cancer therapeutics: Barriers and potential for translation.  ACS Nano 9(3):2235-2254."
"6374","PC111812","Phua KK, Boczkowski D, Dannull J, et al.  2014.  Whole blood cells loaded with messenger RNA as an anti-tumor vaccine.  Adv Healthc Mater 3(6):837-842."
"6375","PC111812P1","Phua KK, Boczkowski D, Dannull J, et al.  2014.  Whole blood cells loaded with messenger RNA as an anti-tumor vaccine.  Advanced Healthcare Materials 3(6):837-842."
"6376","PC111812P1","Lao YH, Phua KK, and Leong KW.  2015.  Aptamer nanomedicine for cancer therapeutics: Barriers and potential for translation.  ACS Nano 9(3):2235-2254."
"6377","PC111812P1","Phua, KK, Nair SK, Leong KW.  2014.  Messenger RNA (mRNA) nanoparticle tumor vaccination.  Nanoscale 6(14):7715-7729."
"6378","PC111812P1","Phua KK, Staats HF, Leong KW, et al.  2014.  Intranasal mRNA nanoparticle vaccination induces prophylactic and therapeutic anti-tumor immunity.  Scientific Reports 4:5128."
"6379","PC111812P1","Phua KK, Leong KW, Nair SK, et al.  2013.  Transfection efficiency and transgene expression kinetics of mRNA delivered in naked and nanoparticle format.  J Control Release 166(3):227-233."
"6380","PC111812P2","Phua KK, Nair SK, and Leong KW.  2014.  Messenger RNA (mRNA) nanoparticle tumor vaccination.  Nanoscale 6(14):7715-7729."
"6381","PC111812P2","Phua KK, Staats HF, Leong KW, et al.  2014.  Intranasal mRNA nanoparticle vaccination induces prophylactic and therapeutic anti-tumor immunity.  Scientific Reports 4:5128."
"6382","PC111812P2","Phua KK, Boczkowski D, Dannull J, et al.  2014.  Whole blood cells loaded with messenger RNA as an anti-tumor vaccine.  Advanced Healthcare Materials 3(6):837-842."
"6383","PC111812P2","Phua KK, Leong KW, and Nair SK.  2013.  Transfection efficiency and transgene expression kinetics of mRNA delivered in naked and nanoparticle format.  J Control Release 28:166(3):227-233."
"6384","PC111812P2","Lao YH, Phua KK, and Leong KW.  2015.  Aptamer nanomedicine for cancer therapeutics: Barriers and potential for translation.  ACS Nano 9(3):2235-2254."
"6385","PC111832","Wolfe T, Chatterjee D, Lee J, et al.  2015.  Targeted gold nanoparticles enhance sensitization of prostate tumors to megavoltage radiation therapy in vivo.  Nanomedicine 11(5):1277-1283."
